t	theta1	theta2	psi	y	z	dtheta1	dtheta2	dpsi	ddtheta1	ddtheta2	ddpsi	Fsb12	Fsb13	Fb1b22	Fb1b23	Fb2d2	Fb2d3	Fsd3	
23.96	4.29313	-0.366704	-1.54485	1.3714	-0.570256	0.342658	-0.0936541	-0.0189158	0.701889	0.944154	10.3479	0	0	0	0	0	0	0	
23.96	4.29313	-0.366704	-1.54485	1.3714	-0.570256	0.342664	-0.0936619	-0.0189406	0.70186	0.944162	10.3479	0	0	0	0	0	0	0	
23.962	4.29382	-0.366892	-1.54489	1.37162	-0.570134	0.344068	-0.0917735	0.00175514	0.687239	0.948223	10.348	0	0	0	0	0	0	0	
23.963	4.29416	-0.366981	-1.54486	1.37172	-0.570078	0.344737	-0.0908202	0.0121034	0.67979	0.950455	10.3486	0	0	0	0	0	0	0	
23.968	4.2959	-0.367423	-1.54467	1.37223	-0.569804	0.34804	-0.0860364	0.0638618	0.64235	0.962212	10.3514	0	0	0	0	0	0	0	
23.9689	4.2962	-0.367499	-1.54461	1.37231	-0.569758	0.348604	-0.0851746	0.0730816	0.635629	0.964462	10.3521	0	0	0	0	0	0	0	
23.97	4.29659	-0.367593	-1.54453	1.37241	-0.569702	0.349306	-0.0841019	0.0845826	0.627162	0.967354	10.3531	0	0	0	0	0	0	0	
23.97	4.29659	-0.367593	-1.54453	1.37241	-0.569701	0.349312	-0.0841095	0.0845577	0.627131	0.967363	10.3531	0	0	0	0	0	0	0	
23.972	4.29729	-0.367762	-1.54436	1.3726	-0.569601	0.350566	-0.0821748	0.105264	0.611851	0.972693	10.3549	0	0	0	0	0	0	0	
23.973	4.29764	-0.367841	-1.54423	1.37268	-0.569556	0.351159	-0.0811954	0.115621	0.604083	0.975556	10.3563	0	0	0	0	0	0	0	
23.978	4.29941	-0.368235	-1.54352	1.37308	-0.569335	0.35408	-0.0762783	0.167428	0.565077	0.990451	10.3631	0	0	0	0	0	0	0	
23.9789	4.29972	-0.368302	-1.54337	1.37315	-0.569299	0.354575	-0.0753912	0.176658	0.558088	0.993253	10.3645	0	0	0	0	0	0	0	
23.98	4.30011	-0.368385	-1.54316	1.37323	-0.569254	0.355191	-0.0742862	0.188173	0.549288	0.996836	10.3663	0	0	0	0	0	0	0	
23.98	4.30012	-0.368386	-1.54316	1.37323	-0.569254	0.355197	-0.0742936	0.188148	0.549256	0.996846	10.3663	0	0	0	0	0	0	0	
23.982	4.30083	-0.368534	-1.54279	1.37337	-0.569176	0.356295	-0.0723	0.208881	0.533383	1.00342	10.3697	0	0	0	0	0	0	0	
23.983	4.30118	-0.368604	-1.54255	1.37344	-0.569141	0.356809	-0.0712883	0.219255	0.52533	1.00689	10.3718	0	0	0	0	0	0	0	
23.988	4.30297	-0.368948	-1.54133	1.37374	-0.568974	0.359333	-0.0662069	0.271149	0.484935	1.02484	10.3825	0	0	0	0	0	0	0	
23.9889	4.30329	-0.369006	-1.54108	1.37379	-0.568947	0.359756	-0.0652892	0.280397	0.477709	1.02818	10.3846	0	0	0	0	0	0	0	
23.99	4.30369	-0.369078	-1.54076	1.37385	-0.568915	0.360282	-0.0641449	0.291935	0.468617	1.03243	10.3873	0	0	0	0	0	0	0	
23.99	4.30369	-0.369078	-1.54076	1.37385	-0.568915	0.360288	-0.0641522	0.29191	0.468584	1.03244	10.3873	0	0	0	0	0	0	0	
23.992	4.30441	-0.369206	-1.54018	1.37396	-0.568858	0.361225	-0.0620874	0.312685	0.452193	1.04021	10.3922	0	0	0	0	0	0	0	
23.993	4.30478	-0.369266	-1.53984	1.374	-0.568834	0.361657	-0.0610374	0.323083	0.443893	1.04428	10.3951	0	0	0	0	0	0	0	
23.998	4.30659	-0.369558	-1.53809	1.37421	-0.56872	0.363771	-0.0557618	0.375103	0.402304	1.06516	10.4096	0	0	0	0	0	0	0	
23.9989	4.30691	-0.369606	-1.53776	1.37424	-0.568703	0.364121	-0.0548081	0.384375	0.394877	1.06901	10.4123	0	0	0	0	0	0	0	
24	4.30732	-0.369667	-1.53732	1.37428	-0.568682	0.364555	-0.0536182	0.395945	0.385537	1.0739	10.4159	0	0	0	0	0	0	0	
24	4.30732	-0.369667	-1.53732	1.37428	-0.568683	0.36456	-0.0536253	0.395921	0.385503	1.07391	10.4159	0	0	0	0	0	0	0	
24.002	4.30805	-0.369775	-1.53653	1.37434	-0.568647	0.365331	-0.0514774	0.416752	0.368676	1.08283	10.4223	0	0	0	0	0	0	0	
24.003	4.30841	-0.369823	-1.53609	1.37437	-0.568634	0.365679	-0.0503835	0.427183	0.360171	1.08746	10.426	0	0	0	0	0	0	0	
24.008	4.31025	-0.370061	-1.53382	1.37448	-0.568573	0.367372	-0.044885	0.479366	0.317602	1.11113	10.444	0	0	0	0	0	0	0	
24.0089	4.31057	-0.3701	-1.53339	1.37449	-0.568565	0.367647	-0.0438904	0.488668	0.310013	1.11547	10.4474	0	0	0	0	0	0	0	
24.01	4.31098	-0.370148	-1.53284	1.37451	-0.568557	0.367987	-0.0426484	0.500277	0.300475	1.12097	10.4517	0	0	0	0	0	0	0	
24.01	4.31098	-0.370149	-1.53284	1.37451	-0.568557	0.367991	-0.0426553	0.500253	0.30044	1.12098	10.4518	0	0	0	0	0	0	0	
24.012	4.31172	-0.370235	-1.53184	1.37453	-0.568542	0.368592	-0.0404133	0.521157	0.283266	1.13098	10.4596	0	0	0	0	0	0	0	
24.013	4.31209	-0.370272	-1.5313	1.37454	-0.56854	0.368854	-0.0392699	0.531626	0.274603	1.13615	10.4639	0	0	0	0	0	0	0	
24.018	4.31393	-0.370454	-1.52851	1.37455	-0.568532	0.370117	-0.0335215	0.584008	0.231286	1.16244	10.4855	0	0	0	0	0	0	0	
24.0189	4.31426	-0.370482	-1.52798	1.37455	-0.568533	0.370317	-0.0324813	0.593347	0.223577	1.16723	10.4894	0	0	0	0	0	0	0	
24.02	4.31467	-0.370518	-1.52732	1.37455	-0.568536	0.37056	-0.0311815	0.605003	0.213894	1.17329	10.4945	0	0	0	0	0	0	0	
24.02	4.31468	-0.370519	-1.52732	1.37455	-0.568536	0.370564	-0.031188	0.60498	0.213859	1.17331	10.4946	0	0	0	0	0	0	0	
24.022	4.31542	-0.370581	-1.52611	1.37453	-0.568542	0.370992	-0.0288414	0.625969	0.196435	1.18431	10.5037	0	0	0	0	0	0	0	
24.023	4.31579	-0.370607	-1.52546	1.37452	-0.56855	0.371166	-0.0276434	0.636484	0.187662	1.18997	10.5087	0	0	0	0	0	0	0	
24.028	4.31765	-0.37073	-1.52214	1.37444	-0.568594	0.371994	-0.0216199	0.689097	0.143849	1.21867	10.5335	0	0	0	0	0	0	0	
24.0289	4.31798	-0.370748	-1.52152	1.37442	-0.568604	0.372116	-0.0205298	0.698478	0.136066	1.22388	10.538	0	0	0	0	0	0	0	
24.03	4.31839	-0.37077	-1.52074	1.3744	-0.568618	0.372262	-0.0191667	0.710189	0.126297	1.23046	10.5437	0	0	0	0	0	0	0	
24.03	4.31839	-0.370771	-1.52074	1.37439	-0.568619	0.372265	-0.019173	0.710167	0.126261	1.23048	10.5438	0	0	0	0	0	0	0	
24.032	4.31914	-0.370809	-1.51932	1.37435	-0.568645	0.372518	-0.016712	0.731255	0.108692	1.2424	10.5542	0	0	0	0	0	0	0	
24.033	4.31951	-0.370823	-1.51856	1.37431	-0.568663	0.372604	-0.0154547	0.741822	0.0998619	1.2485	10.5598	0	0	0	0	0	0	0	
24.038	4.32137	-0.370884	-1.51472	1.37414	-0.568757	0.372993	-0.0091333	0.794697	0.0558232	1.27937	10.5875	0	0	0	0	0	0	0	
24.0389	4.3217	-0.370891	-1.51401	1.37411	-0.568775	0.373037	-0.00798931	0.804126	0.0480154	1.28494	10.5925	0	0	0	0	0	0	0	
24.04	4.32212	-0.370899	-1.51311	1.37406	-0.5688	0.373085	-0.00655808	0.815898	0.0382202	1.29198	10.599	0	0	0	0	0	0	0	
24.04	4.32212	-0.3709	-1.51311	1.37406	-0.568801	0.373088	-0.00656396	0.815877	0.038184	1.292	10.5991	0	0	0	0	0	0	0	
24.042	4.32286	-0.370913	-1.51148	1.37398	-0.568847	0.373164	-0.00397996	0.837075	0.0205815	1.30473	10.6106	0	0	0	0	0	0	0	
24.043	4.32324	-0.370914	-1.51062	1.37393	-0.568875	0.373163	-0.00265932	0.8477	0.0117519	1.31123	10.6168	0	0	0	0	0	0	0	
24.048	4.3251	-0.37091	-1.50625	1.37367	-0.569017	0.37311	0.00398031	0.900867	-0.0322238	1.34397	10.6472	0	0	0	0	0	0	0	
24.0489	4.32543	-0.370905	-1.50544	1.37362	-0.569044	0.373077	0.00518156	0.910348	-0.0400043	1.34987	10.6527	0	0	0	0	0	0	0	
24.05	4.32585	-0.370899	-1.50442	1.37355	-0.569079	0.373027	0.00668518	0.922187	-0.0497592	1.35729	10.6597	0	0	0	0	0	0	0	
24.05	4.32585	-0.3709	-1.50442	1.37355	-0.56908	0.373029	0.00667972	0.922167	-0.0497959	1.35732	10.6598	0	0	0	0	0	0	0	
24.052	4.3266	-0.370887	-1.50258	1.37343	-0.569145	0.37293	0.00939435	0.943487	-0.0673124	1.37073	10.6724	0	0	0	0	0	0	0	
24.053	4.32697	-0.370874	-1.50161	1.37336	-0.569182	0.37284	0.0107819	0.954175	-0.0760811	1.37755	10.679	0	0	0	0	0	0	0	
24.058	4.32883	-0.370802	-1.4967	1.37302	-0.56937	0.37235	0.0177569	1.00766	-0.119687	1.41185	10.7119	0	0	0	0	0	0	0	
24.0589	4.32916	-0.370785	-1.4958	1.37296	-0.569405	0.372239	0.0190182	1.0172	-0.127384	1.418	10.7178	0	0	0	0	0	0	0	
24.06	4.32957	-0.370763	-1.49467	1.37287	-0.56945	0.372092	0.0205978	1.02911	-0.137029	1.42574	10.7253	0	0	0	0	0	0	0	
24.06	4.32958	-0.370765	-1.49467	1.37287	-0.569451	0.372094	0.0205928	1.02909	-0.137066	1.42576	10.7255	0	0	0	0	0	0	0	
24.062	4.33032	-0.370723	-1.49261	1.37272	-0.569534	0.37182	0.0234443	1.05054	-0.15437	1.43972	10.7391	0	0	0	0	0	0	0	
24.063	4.33069	-0.370696	-1.49153	1.37264	-0.56958	0.371644	0.0249015	1.0613	-0.163014	1.4468	10.7461	0	0	0	0	0	0	0	
24.068	4.33255	-0.370553	-1.48609	1.37221	-0.56981	0.370721	0.0322255	1.11512	-0.205924	1.48226	10.7812	0	0	0	0	0	0	0	
24.0689	4.33288	-0.370523	-1.48509	1.37214	-0.569852	0.370534	0.0335492	1.12472	-0.21348	1.48859	10.7875	0	0	0	0	0	0	0	
24.07	4.33329	-0.370485	-1.48384	1.37204	-0.569907	0.370291	0.0352073	1.13671	-0.222941	1.49655	10.7955	0	0	0	0	0	0	0	
24.07	4.33329	-0.370486	-1.48384	1.37203	-0.569909	0.370292	0.0352029	1.13669	-0.222978	1.49658	10.7957	0	0	0	0	0	0	0	
24.072	4.33403	-0.370416	-1.48157	1.37185	-0.570008	0.369846	0.038196	1.15828	-0.239936	1.51092	10.8101	0	0	0	0	0	0	0	
24.073	4.3344	-0.370374	-1.48038	1.37175	-0.570062	0.369585	0.0397249	1.16911	-0.248387	1.51816	10.8175	0	0	0	0	0	0	0	
24.078	4.33624	-0.370155	-1.4744	1.37126	-0.570332	0.368238	0.0474075	1.2233	-0.29026	1.55435	10.8546	0	0	0	0	0	0	0	
24.0789	4.33657	-0.370112	-1.47331	1.37117	-0.570381	0.367977	0.0487948	1.23296	-0.297613	1.56079	10.8612	0	0	0	0	0	0	0	
24.08	4.33698	-0.370057	-1.47193	1.37105	-0.570444	0.367641	0.0505333	1.24503	-0.306812	1.56887	10.8696	0	0	0	0	0	0	0	
24.08	4.33698	-0.370058	-1.47193	1.37105	-0.570446	0.367641	0.0505294	1.24502	-0.30685	1.5689	10.8698	0	0	0	0	0	0	0	
24.082	4.33771	-0.369957	-1.46944	1.37084	-0.570561	0.367028	0.0536673	1.26676	-0.323321	1.58344	10.885	0	0	0	0	0	0	0	
24.083	4.33808	-0.369899	-1.46815	1.37073	-0.570621	0.366684	0.0552689	1.27766	-0.331509	1.59075	10.8928	0	0	0	0	0	0	0	
24.088	4.33991	-0.369602	-1.46162	1.37017	-0.570927	0.364925	0.0633148	1.33223	-0.371988	1.62716	10.9317	0	0	0	0	0	0	0	
24.0889	4.34023	-0.369544	-1.46043	1.37007	-0.570981	0.364591	0.0647663	1.34196	-0.379074	1.63361	10.9386	0	0	0	0	0	0	0	
24.09	4.34064	-0.369472	-1.45893	1.36994	-0.571052	0.364165	0.0665858	1.35411	-0.387931	1.64169	10.9474	0	0	0	0	0	0	0	
24.09	4.34064	-0.369473	-1.45894	1.36994	-0.571054	0.364165	0.0665826	1.3541	-0.387969	1.64173	10.9476	0	0	0	0	0	0	0	
24.092	4.34137	-0.36934	-1.45623	1.3697	-0.571183	0.363389	0.0698661	1.376	-0.403808	1.65624	10.9635	0	0	0	0	0	0	0	
24.093	4.34173	-0.369266	-1.45482	1.36958	-0.57125	0.362965	0.0715405	1.38698	-0.411659	1.66352	10.9716	0	0	0	0	0	0	0	
24.098	4.34354	-0.368887	-1.44775	1.36896	-0.571586	0.36081	0.0799493	1.44194	-0.450374	1.69959	11.0122	0	0	0	0	0	0	0	
24.0989	4.34386	-0.368814	-1.44646	1.36885	-0.571645	0.360407	0.0814646	1.45174	-0.457126	1.70594	11.0193	0	0	0	0	0	0	0	
24.1	4.34426	-0.368722	-1.44484	1.36871	-0.571723	0.359894	0.0833645	1.46399	-0.465559	1.71389	11.0285	0	0	0	0	0	0	0	
24.1	4.34426	-0.368724	-1.44485	1.36871	-0.571725	0.359894	0.083362	1.46398	-0.465597	1.71394	11.0288	0	0	0	0	0	0	0	
24.102	4.34498	-0.368557	-1.44192	1.36845	-0.571865	0.358962	0.0867899	1.48604	-0.480653	1.72818	11.0453	0	0	0	0	0	0	0	
24.103	4.34534	-0.368466	-1.4404	1.36832	-0.571937	0.358463	0.0885359	1.4971	-0.488093	1.73529	11.0537	0	0	0	0	0	0	0	
24.108	4.34712	-0.368001	-1.43278	1.36766	-0.572298	0.355931	0.0973009	1.55248	-0.524664	1.77038	11.0959	0	0	0	0	0	0	0	
24.1089	4.34744	-0.367913	-1.43139	1.36754	-0.572362	0.355463	0.0988784	1.56235	-0.531016	1.77651	11.1032	0	0	0	0	0	0	0	
24.11	4.34783	-0.367802	-1.42965	1.36739	-0.572444	0.354868	0.100857	1.57469	-0.538938	1.78419	11.1128	0	0	0	0	0	0	0	
24.11	4.34783	-0.367803	-1.42965	1.36739	-0.572447	0.354867	0.100855	1.57469	-0.538977	1.78424	11.1131	0	0	0	0	0	0	0	
24.112	4.34854	-0.367602	-1.4265	1.36711	-0.572596	0.353789	0.104424	1.59691	-0.553097	1.79794	11.1303	0	0	0	0	0	0	0	
24.113	4.3489	-0.367493	-1.42488	1.36698	-0.572672	0.353218	0.106239	1.60806	-0.560048	1.80474	11.139	0	0	0	0	0	0	0	
24.118	4.35065	-0.366938	-1.4167	1.36628	-0.573052	0.350333	0.115346	1.66387	-0.594093	1.83812	11.1827	0	0	0	0	0	0	0	
24.1189	4.35096	-0.366834	-1.41521	1.36616	-0.573118	0.349804	0.116983	1.67382	-0.599975	1.8439	11.1904	0	0	0	0	0	0	0	
24.12	4.35135	-0.366703	-1.41335	1.366	-0.573204	0.349133	0.119036	1.68626	-0.607303	1.85113	11.2003	0	0	0	0	0	0	0	
24.12	4.35135	-0.366705	-1.41335	1.366	-0.573207	0.349131	0.119036	1.68625	-0.607341	1.85118	11.2006	0	0	0	0	0	0	0	
24.122	4.35205	-0.366467	-1.40998	1.36571	-0.573362	0.347916	0.122738	1.70865	-0.620372	1.86404	11.2185	0	0	0	0	0	0	0	
24.123	4.3524	-0.366339	-1.40824	1.36557	-0.573441	0.347279	0.124618	1.71989	-0.626758	1.87038	11.2276	0	0	0	0	0	0	0	
24.128	4.35413	-0.365692	-1.3995	1.36485	-0.573832	0.344068	0.134048	1.77615	-0.657892	1.90122	11.273	0	0	0	0	0	0	0	
24.1289	4.35443	-0.365571	-1.39792	1.36473	-0.5739	0.343483	0.13574	1.78617	-0.663238	1.90651	11.2809	0	0	0	0	0	0	0	
24.13	4.35481	-0.365419	-1.39592	1.36457	-0.573988	0.342742	0.137862	1.79871	-0.669885	1.9131	11.2913	0	0	0	0	0	0	0	
24.13	4.35481	-0.365421	-1.39593	1.36456	-0.573991	0.342739	0.137862	1.79871	-0.669923	1.91316	11.2916	0	0	0	0	0	0	0	
24.132	4.3555	-0.365145	-1.39233	1.36427	-0.574149	0.341399	0.141688	1.82129	-0.681712	1.92482	11.3103	0	0	0	0	0	0	0	
24.133	4.35584	-0.364998	-1.39048	1.36413	-0.574228	0.340703	0.143628	1.83263	-0.687458	1.93051	11.3197	0	0	0	0	0	0	0	
24.138	4.35753	-0.364256	-1.38117	1.3634	-0.574622	0.337197	0.153349	1.88934	-0.715308	1.95791	11.3671	0	0	0	0	0	0	0	
24.1389	4.35783	-0.364118	-1.37949	1.36328	-0.57469	0.336561	0.155091	1.89945	-0.720051	1.96253	11.3754	0	0	0	0	0	0	0	
24.14	4.35821	-0.363944	-1.37737	1.36312	-0.574778	0.335757	0.157275	1.9121	-0.725936	1.96827	11.3862	0	0	0	0	0	0	0	
24.14	4.35821	-0.363945	-1.37737	1.36311	-0.574781	0.335754	0.157276	1.9121	-0.725973	1.96833	11.3866	0	0	0	0	0	0	0	
24.142	4.35888	-0.363631	-1.37355	1.36283	-0.574939	0.334302	0.161213	1.93487	-0.736372	1.97841	11.4062	0	0	0	0	0	0	0	
24.143	4.35921	-0.363465	-1.37158	1.36268	-0.575017	0.333553	0.163204	1.9463	-0.741406	1.98326	11.416	0	0	0	0	0	0	0	
24.148	4.36087	-0.362623	-1.36171	1.36197	-0.575404	0.329786	0.173177	2.0035	-0.765612	2.00619	11.4657	0	0	0	0	0	0	0	
24.1489	4.36116	-0.362468	-1.35992	1.36185	-0.575469	0.329106	0.174961	2.0137	-0.76969	2.00995	11.4744	0	0	0	0	0	0	0	
24.15	4.36153	-0.362272	-1.35768	1.3617	-0.575555	0.328248	0.177197	2.02645	-0.774735	2.0146	11.4858	0	0	0	0	0	0	0	
24.15	4.36153	-0.362273	-1.35768	1.36169	-0.575559	0.328244	0.177199	2.02646	-0.774771	2.01467	11.4863	0	0	0	0	0	0	0	
24.152	4.36218	-0.361919	-1.35363	1.36141	-0.575712	0.326694	0.181229	2.04943	-0.783642	2.02272	11.5069	0	0	0	0	0	0	0	
24.153	4.36251	-0.361733	-1.35155	1.36127	-0.575787	0.3259	0.183261	2.06096	-0.787895	2.02652	11.5172	0	0	0	0	0	0	0	
24.158	4.36413	-0.360791	-1.3411	1.3606	-0.576156	0.32191	0.193437	2.11868	-0.808124	2.04383	11.5699	0	0	0	0	0	0	0	
24.1589	4.36441	-0.360617	-1.33921	1.36049	-0.576217	0.321194	0.195252	2.12896	-0.81148	2.04652	11.579	0	0	0	0	0	0	0	
24.16	4.36477	-0.360399	-1.33684	1.36034	-0.576297	0.320289	0.197529	2.14183	-0.815614	2.04981	11.5911	0	0	0	0	0	0	0	
24.16	4.36477	-0.3604	-1.33684	1.36033	-0.576302	0.320285	0.197532	2.14184	-0.815648	2.04989	11.5916	0	0	0	0	0	0	0	
24.162	4.36541	-0.360005	-1.33256	1.36007	-0.576446	0.318654	0.201632	2.16503	-0.822864	2.05544	11.6136	0	0	0	0	0	0	0	
24.163	4.36573	-0.359798	-1.33036	1.35994	-0.576515	0.317822	0.203695	2.17667	-0.826276	2.05792	11.6246	0	0	0	0	0	0	0	
24.168	4.36731	-0.358754	-1.31933	1.35932	-0.576853	0.313651	0.21401	2.23492	-0.842233	2.06834	11.6807	0	0	0	0	0	0	0	
24.1689	4.36758	-0.358562	-1.31734	1.35922	-0.576908	0.312905	0.215845	2.2453	-0.844816	2.06972	11.6905	0	0	0	0	0	0	0	
24.17	4.36793	-0.358321	-1.31484	1.35909	-0.57698	0.311964	0.218147	2.2583	-0.847977	2.07137	11.7035	0	0	0	0	0	0	0	
24.17	4.36793	-0.358322	-1.31484	1.35908	-0.576986	0.311959	0.218152	2.25831	-0.84801	2.07145	11.704	0	0	0	0	0	0	0	
24.172	4.36856	-0.357885	-1.31032	1.35884	-0.577115	0.310263	0.222295	2.28172	-0.85346	2.07395	11.7277	0	0	0	0	0	0	0	
24.173	4.36886	-0.357658	-1.30801	1.35873	-0.577175	0.309403	0.224372	2.29348	-0.855981	2.07484	11.7394	0	0	0	0	0	0	0	
24.178	4.3704	-0.35651	-1.2964	1.35819	-0.577469	0.305095	0.234751	2.35232	-0.867418	2.07692	11.7999	0	0	0	0	0	0	0	
24.1789	4.37067	-0.3563	-1.2943	1.35811	-0.577514	0.304327	0.236592	2.3628	-0.869188	2.07674	11.8105	0	0	0	0	0	0	0	
24.18	4.37101	-0.356036	-1.29167	1.358	-0.577576	0.30336	0.2389	2.37593	-0.871326	2.0764	11.8245	0	0	0	0	0	0	0	
24.18	4.37101	-0.356037	-1.29167	1.35799	-0.577582	0.303355	0.238907	2.37595	-0.871356	2.07649	11.8251	0	0	0	0	0	0	0	
24.182	4.37162	-0.355559	-1.28692	1.35779	-0.577691	0.301612	0.24306	2.3996	-0.874955	2.07533	11.8508	0	0	0	0	0	0	0	
24.183	4.37192	-0.35531	-1.28449	1.3577	-0.57774	0.300733	0.245133	2.41149	-0.876543	2.07432	11.8634	0	0	0	0	0	0	0	
24.188	4.37341	-0.354059	-1.27228	1.35727	-0.577973	0.296334	0.255485	2.47096	-0.883277	2.06646	11.9292	0	0	0	0	0	0	0	
24.1889	4.37367	-0.353831	-1.27008	1.35721	-0.578006	0.295552	0.257315	2.48155	-0.884205	2.06441	11.9407	0	0	0	0	0	0	0	
24.19	4.374	-0.353544	-1.26731	1.35713	-0.578053	0.294568	0.259608	2.49483	-0.885286	2.06171	11.9559	0	0	0	0	0	0	0	
24.19	4.374	-0.353544	-1.26732	1.35711	-0.57806	0.294564	0.259616	2.49485	-0.885313	2.06181	11.9566	0	0	0	0	0	0	0	
24.192	4.37459	-0.353025	-1.26233	1.35696	-0.578141	0.292793	0.26374	2.51876	-0.887	2.0563	11.9847	0	0	0	0	0	0	0	
24.193	4.37488	-0.352756	-1.25978	1.3569	-0.578175	0.291904	0.265789	2.53078	-0.887632	2.05304	11.9985	0	0	0	0	0	0	0	
24.198	4.37633	-0.351401	-1.24697	1.35662	-0.57833	0.287462	0.276004	2.59094	-0.889554	2.03342	12.0705	0	0	0	0	0	0	0	
24.1989	4.37658	-0.351156	-1.24466	1.35659	-0.578347	0.286674	0.277803	2.60166	-0.889625	2.02917	12.0831	0	0	0	0	0	0	0	
24.2	4.3769	-0.350846	-1.24176	1.35654	-0.578375	0.285685	0.280056	2.6151	-0.889632	2.02368	12.0999	0	0	0	0	0	0	0	
24.2	4.3769	-0.350845	-1.24177	1.35652	-0.578383	0.285681	0.280065	2.61513	-0.889657	2.0238	12.1007	0	0	0	0	0	0	0	
24.202	4.37747	-0.350285	-1.23654	1.35644	-0.57843	0.283901	0.284113	2.63933	-0.889406	2.01316	12.1316	0	0	0	0	0	0	0	
24.203	4.37775	-0.349996	-1.23387	1.35641	-0.578444	0.283012	0.286113	2.6515	-0.889075	2.00725	12.1467	0	0	0	0	0	0	0	
24.208	4.37916	-0.348541	-1.22046	1.3563	-0.578502	0.278575	0.296064	2.71241	-0.88617	1.97383	12.226	0	0	0	0	0	0	0	
24.2089	4.3794	-0.348277	-1.21804	1.35631	-0.5785	0.277791	0.297808	2.72326	-0.885388	1.96701	12.24	0	0	0	0	0	0	0	
24.21	4.37971	-0.347945	-1.21501	1.3563	-0.578505	0.276807	0.29999	2.73688	-0.884326	1.95826	12.2584	0	0	0	0	0	0	0	
24.21	4.37971	-0.347944	-1.21501	1.35628	-0.578513	0.276803	0.300001	2.73691	-0.884348	1.95838	12.2593	0	0	0	0	0	0	0	
24.212	4.38027	-0.347344	-1.20954	1.35628	-0.578517	0.275034	0.303917	2.76143	-0.882173	1.94175	12.2935	0	0	0	0	0	0	0	
24.213	4.38054	-0.347035	-1.20674	1.35629	-0.578508	0.274155	0.305838	2.77377	-0.880893	1.93274	12.3101	0	0	0	0	0	0	0	
24.218	4.3819	-0.345483	-1.19272	1.35641	-0.578446	0.26977	0.315377	2.83552	-0.873253	1.88319	12.3977	0	0	0	0	0	0	0	
24.2189	4.38214	-0.345203	-1.19019	1.35645	-0.578421	0.268997	0.317038	2.84651	-0.87164	1.87337	12.413	0	0	0	0	0	0	0	
24.22	4.38244	-0.344849	-1.18702	1.3565	-0.578397	0.268029	0.319114	2.86032	-0.86954	1.86081	12.4334	0	0	0	0	0	0	0	
24.22	4.38244	-0.344848	-1.18702	1.35648	-0.578406	0.268025	0.319126	2.86037	-0.869559	1.86095	12.4344	0	0	0	0	0	0	0	
24.222	4.38297	-0.34421	-1.1813	1.35657	-0.578358	0.266286	0.322848	2.88524	-0.865522	1.83732	12.4721	0	0	0	0	0	0	0	
24.223	4.38324	-0.343882	-1.17839	1.35663	-0.578321	0.265426	0.324656	2.89776	-0.86333	1.82471	12.4904	0	0	0	0	0	0	0	
24.228	4.38455	-0.342237	-1.16374	1.35701	-0.578114	0.26114	0.333607	2.96043	-0.85117	1.75639	12.5869	0	0	0	0	0	0	0	
24.2289	4.38479	-0.341942	-1.1611	1.35711	-0.578062	0.260386	0.335152	2.97158	-0.848772	1.74307	12.6038	0	0	0	0	0	0	0	
24.23	4.38507	-0.341568	-1.15779	1.35721	-0.578004	0.259445	0.337081	2.98561	-0.845694	1.7261	12.6263	0	0	0	0	0	0	0	
24.23	4.38507	-0.341566	-1.1578	1.3572	-0.578015	0.259442	0.337095	2.98566	-0.84571	1.72624	12.6274	0	0	0	0	0	0	0	
24.232	4.38559	-0.340891	-1.15182	1.3574	-0.577904	0.25775	0.340548	3.01092	-0.839924	1.69449	12.6689	0	0	0	0	0	0	0	
24.233	4.38585	-0.340546	-1.14878	1.35753	-0.577834	0.256918	0.342203	3.02364	-0.836886	1.67769	12.6889	0	0	0	0	0	0	0	
24.238	4.38712	-0.338816	-1.1335	1.35822	-0.577456	0.252774	0.350365	3.08732	-0.820561	1.5876	12.7946	0	0	0	0	0	0	0	
24.2389	4.38735	-0.338506	-1.13075	1.35837	-0.577371	0.252047	0.351756	3.09865	-0.817447	1.57024	12.813	0	0	0	0	0	0	0	
24.24	4.38763	-0.338114	-1.1273	1.35855	-0.577273	0.251141	0.353491	3.11291	-0.813484	1.54814	12.8374	0	0	0	0	0	0	0	
24.24	4.38763	-0.338111	-1.1273	1.35853	-0.577284	0.251139	0.353507	3.11298	-0.813497	1.5483	12.8387	0	0	0	0	0	0	0	
24.242	4.38813	-0.337404	-1.12108	1.35887	-0.577101	0.249512	0.356603	3.13866	-0.806134	1.50713	12.8839	0	0	0	0	0	0	0	
24.243	4.38838	-0.337044	-1.11791	1.35907	-0.576991	0.248715	0.358059	3.1516	-0.802344	1.4855	12.9056	0	0	0	0	0	0	0	
24.248	4.38961	-0.335237	-1.10199	1.36013	-0.576414	0.244753	0.365197	3.21638	-0.782363	1.37024	13.0197	0	0	0	0	0	0	0	
24.2489	4.38983	-0.334915	-1.09912	1.36035	-0.576291	0.244059	0.366392	3.2279	-0.778632	1.34821	13.0395	0	0	0	0	0	0	0	
24.25	4.3901	-0.334506	-1.09552	1.36062	-0.576145	0.243197	0.367877	3.24241	-0.77391	1.3202	13.0657	0	0	0	0	0	0	0	
24.25	4.3901	-0.334502	-1.09553	1.36059	-0.576158	0.243196	0.367895	3.24249	-0.773922	1.32036	13.0672	0	0	0	0	0	0	0	
