t	x	theta	dx	dtheta	ddx	ddtheta	
8.812	-0.421618	1.1503	-0.0209519	0.928936	0.763004	-1.76745	
8.813	-0.421637	1.15123	-0.0201946	0.927167	0.760743	-1.76806	
8.818	-0.421729	1.15584	-0.0164191	0.918319	0.749448	-1.7711	
8.81889	-0.421744	1.15665	-0.0157536	0.916745	0.747445	-1.77163	
8.82	-0.421761	1.15767	-0.0149245	0.914776	0.744942	-1.7723	
8.82	-0.42176	1.15767	-0.0149248	0.914776	0.744941	-1.7723	
8.822	-0.42179	1.1595	-0.0134349	0.911231	0.740439	-1.77349	
8.823	-0.421802	1.16041	-0.0127001	0.909456	0.738194	-1.77408	
8.828	-0.421856	1.16493	-0.00903704	0.900579	0.726983	-1.777	
8.82889	-0.421864	1.16573	-0.00839152	0.898999	0.724995	-1.77752	
8.83	-0.421873	1.16673	-0.00758737	0.897024	0.722512	-1.77816	
8.83	-0.421873	1.16673	-0.00758764	0.897023	0.722512	-1.77816	
8.832	-0.421888	1.16853	-0.00614262	0.893467	0.718045	-1.77931	
8.833	-0.421892	1.16941	-0.00543015	0.891686	0.715819	-1.77988	
8.838	-0.42191	1.17385	-0.00187876	0.88278	0.704704	-1.7827	
8.83889	-0.421912	1.17463	-0.00125303	0.881195	0.702734	-1.7832	
8.84	-0.421913	1.17561	-0.000473607	0.879214	0.700273	-1.78381	
8.84	-0.421913	1.17561	-0.000473886	0.879213	0.700273	-1.78381	
8.842	-0.421914	1.17737	0.000926659	0.875646	0.695847	-1.78492	
8.843	-0.421911	1.17824	0.00161697	0.873859	0.693641	-1.78547	
8.848	-0.421894	1.18259	0.00505775	0.864925	0.682634	-1.78819	
8.84889	-0.42189	1.18336	0.00566388	0.863336	0.680683	-1.78867	
8.85	-0.421883	1.18431	0.00641881	0.861348	0.678247	-1.78927	
8.85	-0.421883	1.18432	0.00641852	0.861348	0.678246	-1.78927	
8.852	-0.42187	1.18604	0.00777501	0.857769	0.673866	-1.79034	
8.853	-0.42186	1.18689	0.0084434	0.855977	0.671683	-1.79086	
8.858	-0.42181	1.19115	0.0117747	0.847017	0.660793	-1.79349	
8.85889	-0.4218	1.1919	0.0123614	0.845423	0.658864	-1.79395	
8.86	-0.421785	1.19284	0.0130921	0.843429	0.656455	-1.79452	
8.86	-0.421785	1.19284	0.0130918	0.843429	0.656455	-1.79452	
8.862	-0.421759	1.19453	0.0144047	0.83984	0.652123	-1.79555	
8.863	-0.421743	1.19536	0.0150514	0.838043	0.649966	-1.79606	
8.868	-0.42166	1.19953	0.0182745	0.829056	0.639204	-1.79859	
8.86889	-0.421643	1.20027	0.018842	0.827457	0.637297	-1.79903	
8.87	-0.421622	1.20118	0.0195488	0.825458	0.634918	-1.79959	
8.87	-0.421622	1.20118	0.0195485	0.825458	0.634917	-1.79959	
8.872	-0.421583	1.20283	0.0208183	0.821859	0.630639	-1.80058	
8.873	-0.42156	1.20365	0.0214436	0.820057	0.628509	-1.80107	
8.878	-0.421445	1.20773	0.0245597	0.811046	0.617884	-1.8035	
8.87889	-0.421424	1.20845	0.0251083	0.809442	0.616003	-1.80393	
8.88	-0.421395	1.20935	0.0257914	0.807438	0.613655	-1.80447	
8.88	-0.421395	1.20935	0.0257911	0.807437	0.613655	-1.80447	
8.882	-0.421343	1.21096	0.0270184	0.803829	0.609433	-1.80542	
8.883	-0.421315	1.21176	0.0276226	0.802022	0.607332	-1.8059	
8.888	-0.421169	1.21575	0.0306331	0.792987	0.596854	-1.80824	
8.88889	-0.421142	1.21645	0.0311631	0.791379	0.595	-1.80866	
8.89	-0.421107	1.21733	0.0318229	0.789369	0.592685	-1.80917	
8.89	-0.421106	1.21733	0.0318225	0.789369	0.592684	-1.80917	
8.892	-0.421043	1.21891	0.0330079	0.785751	0.588524	-1.81009	
8.893	-0.421008	1.21969	0.0335912	0.78394	0.586453	-1.81055	
8.898	-0.420833	1.22359	0.0364978	0.774881	0.576131	-1.81281	
8.89889	-0.420801	1.22428	0.0370093	0.77327	0.574304	-1.8132	
8.9	-0.420759	1.22514	0.0376462	0.771255	0.572025	-1.8137	
8.9	-0.420759	1.22514	0.0376458	0.771255	0.572024	-1.8137	
8.902	-0.420684	1.22668	0.0387899	0.767627	0.567928	-1.81459	
8.903	-0.420643	1.22744	0.0393527	0.765812	0.56589	-1.81502	
8.908	-0.42044	1.23125	0.0421568	0.756731	0.555731	-1.8172	
8.90889	-0.420402	1.23192	0.0426503	0.755116	0.553934	-1.81758	
8.91	-0.420355	1.23276	0.0432645	0.753096	0.551692	-1.81806	
8.91	-0.420354	1.23276	0.0432641	0.753096	0.551691	-1.81806	
8.912	-0.420268	1.23426	0.0443675	0.74946	0.547662	-1.81892	
8.913	-0.420222	1.23501	0.0449101	0.74764	0.545658	-1.81934	
8.918	-0.419991	1.23872	0.0476135	0.738538	0.535671	-1.82143	
8.91889	-0.419949	1.23938	0.0480892	0.736919	0.533905	-1.8218	
8.92	-0.419895	1.2402	0.0486811	0.734894	0.531701	-1.82226	
8.92	-0.419894	1.2402	0.0486808	0.734894	0.531701	-1.82226	
8.922	-0.419797	1.24167	0.0497442	0.731249	0.527742	-1.82308	
8.923	-0.419746	1.24239	0.050267	0.729425	0.525773	-1.82349	
8.928	-0.419488	1.24602	0.0528714	0.720303	0.515966	-1.82551	
8.92889	-0.419441	1.24666	0.0533296	0.71868	0.514232	-1.82586	
8.93	-0.419382	1.24745	0.0538997	0.716651	0.512069	-1.8263	
8.93	-0.419381	1.24745	0.0538993	0.716651	0.512069	-1.8263	
8.932	-0.419274	1.24889	0.0549235	0.712998	0.508183	-1.82709	
8.933	-0.419217	1.2496	0.0554268	0.71117	0.506251	-1.82748	
8.938	-0.418934	1.25313	0.0579341	0.702028	0.49663	-1.82943	
8.93889	-0.418883	1.25375	0.0583751	0.700402	0.49493	-1.82977	
8.94	-0.418817	1.25453	0.0589238	0.698369	0.492809	-1.83019	
8.94	-0.418817	1.25453	0.0589234	0.698368	0.492809	-1.83019	
8.942	-0.418699	1.25593	0.059909	0.694708	0.488999	-1.83095	
8.943	-0.418638	1.25662	0.0603933	0.692876	0.487105	-1.83133	
8.948	-0.41833	1.26006	0.0628053	0.683715	0.477677	-1.83319	
8.94889	-0.418274	1.26067	0.0632294	0.682085	0.476012	-1.83352	
8.95	-0.418204	1.26142	0.0637572	0.680048	0.473934	-1.83393	
8.95	-0.418203	1.26142	0.0637568	0.680048	0.473934	-1.83393	
8.952	-0.418076	1.26278	0.0647047	0.67638	0.470202	-1.83466	
8.953	-0.41801	1.26345	0.0651702	0.674544	0.468348	-1.83502	
8.958	-0.417679	1.2668	0.067489	0.665365	0.45912	-1.83682	
8.95889	-0.417619	1.26739	0.0678966	0.663732	0.45749	-1.83713	
8.96	-0.417543	1.26813	0.0684038	0.661691	0.455457	-1.83753	
8.96	-0.417543	1.26813	0.0684034	0.66169	0.455457	-1.83753	
8.962	-0.417406	1.26945	0.0693143	0.658015	0.451806	-1.83823	
8.963	-0.417335	1.27011	0.0697616	0.656176	0.449993	-1.83858	
8.968	-0.416981	1.27337	0.0719891	0.646979	0.44097	-1.8403	
8.96889	-0.416917	1.27394	0.0723806	0.645343	0.439377	-1.8406	
8.97	-0.416836	1.27466	0.0728677	0.643298	0.43739	-1.84098	
8.97	-0.416836	1.27466	0.0728673	0.643298	0.43739	-1.84098	
8.972	-0.41669	1.27594	0.0737421	0.639616	0.433823	-1.84166	
8.973	-0.416615	1.27658	0.0741714	0.637773	0.432051	-1.84199	
8.978	-0.416239	1.27974	0.0763098	0.628559	0.423239	-1.84365	
8.97889	-0.416172	1.2803	0.0766856	0.62692	0.421683	-1.84394	
8.98	-0.416086	1.281	0.077153	0.624871	0.419744	-1.8443	
8.98	-0.416086	1.281	0.0771526	0.624871	0.419744	-1.8443	
8.982	-0.415931	1.28225	0.0779921	0.621183	0.416262	-1.84495	
8.983	-0.415852	1.28286	0.078404	0.619337	0.414534	-1.84527	
8.988	-0.415455	1.28594	0.0804553	0.610107	0.405937	-1.84686	
8.98889	-0.415384	1.28648	0.0808157	0.608465	0.404421	-1.84714	
8.99	-0.415294	1.28715	0.081264	0.606412	0.402529	-1.84748	
8.99	-0.415294	1.28715	0.0812636	0.606412	0.402529	-1.84748	
8.992	-0.415131	1.28837	0.0820687	0.602717	0.399135	-1.84811	
8.993	-0.415048	1.28896	0.0824636	0.600868	0.397451	-1.84841	
8.998	-0.414631	1.29195	0.08443	0.591623	0.389075	-1.84994	
8.99889	-0.414556	1.29247	0.0847755	0.589978	0.387598	-1.8502	
9	-0.414461	1.29312	0.0852051	0.587922	0.385757	-1.85054	
9	-0.414461	1.29312	0.0852047	0.587922	0.385757	-1.85054	
9.002	-0.414291	1.2943	0.0859762	0.584221	0.382452	-1.85114	
9.003	-0.414204	1.29488	0.0863545	0.582369	0.380812	-1.85143	
9.008	-0.413767	1.29777	0.0882383	0.573108	0.372662	-1.85289	
9.00889	-0.413689	1.29828	0.0885692	0.571461	0.371225	-1.85315	
9.01	-0.41359	1.29891	0.0889806	0.569402	0.369434	-1.85347	
9.01	-0.41359	1.29891	0.0889802	0.569402	0.369434	-1.85347	
9.012	-0.413412	1.30005	0.0897191	0.565695	0.366221	-1.85404	
9.013	-0.413321	1.30061	0.0900813	0.56384	0.364627	-1.85432	
9.018	-0.412867	1.30341	0.0918847	0.554565	0.356707	-1.85572	
9.01889	-0.412785	1.3039	0.0922015	0.552916	0.355311	-1.85597	
9.02	-0.412682	1.30451	0.0925953	0.550853	0.353571	-1.85627	
9.02	-0.412682	1.30451	0.0925949	0.550853	0.353571	-1.85627	
9.022	-0.412497	1.30561	0.093302	0.54714	0.350451	-1.85682	
9.023	-0.412403	1.30616	0.0936486	0.545283	0.348903	-1.85709	
9.028	-0.41193	1.30886	0.095374	0.535994	0.341217	-1.85843	
9.02889	-0.411846	1.30934	0.095677	0.534342	0.339863	-1.85866	
9.03	-0.411739	1.30993	0.0960536	0.532277	0.338176	-1.85896	
9.03	-0.411739	1.30993	0.0960532	0.532277	0.338176	-1.85896	
9.032	-0.411547	1.31099	0.0967296	0.528559	0.335149	-1.85948	
9.033	-0.411449	1.31152	0.0970609	0.526699	0.333649	-1.85974	
9.038	-0.41096	1.31413	0.0987107	0.517397	0.3262	-1.86102	
9.03889	-0.410872	1.31459	0.0990003	0.515743	0.324889	-1.86124	
9.04	-0.410762	1.31516	0.0993604	0.513675	0.323254	-1.86152	
9.04	-0.410761	1.31516	0.09936	0.513674	0.323254	-1.86152	
9.042	-0.410563	1.31619	0.100006	0.509951	0.320324	-1.86203	
9.043	-0.410462	1.31669	0.100323	0.508089	0.318872	-1.86227	
9.048	-0.409956	1.31921	0.1019	0.498774	0.311664	-1.86349	
9.04889	-0.409866	1.31965	0.102176	0.497118	0.310395	-1.86371	
9.05	-0.409752	1.3202	0.10252	0.495047	0.308815	-1.86398	
9.05	-0.409752	1.3202	0.10252	0.495047	0.308815	-1.86398	
9.052	-0.409547	1.32119	0.103138	0.491319	0.305981	-1.86446	
9.053	-0.409443	1.32168	0.10344	0.489454	0.304578	-1.86469	
9.058	-0.408922	1.3241	0.104946	0.480127	0.297614	-1.86586	
9.05889	-0.408829	1.32453	0.10521	0.478469	0.296389	-1.86606	
9.06	-0.408712	1.32506	0.105538	0.476395	0.294863	-1.86632	
9.06	-0.408712	1.32506	0.105538	0.476395	0.294863	-1.86632	
9.062	-0.4085	1.32601	0.106128	0.472663	0.292128	-1.86677	
9.063	-0.408394	1.32648	0.106416	0.470795	0.290773	-1.867	
9.068	-0.407858	1.32881	0.107853	0.461457	0.284057	-1.86811	
9.06889	-0.407762	1.32922	0.108106	0.459797	0.282876	-1.8683	
9.07	-0.407642	1.32973	0.108419	0.457721	0.281405	-1.86855	
9.07	-0.407642	1.32973	0.108419	0.457721	0.281405	-1.86855	
9.072	-0.407425	1.33064	0.108982	0.453984	0.278769	-1.86898	
9.073	-0.407315	1.33109	0.109257	0.452114	0.277464	-1.86919	
9.078	-0.406765	1.33333	0.110628	0.442766	0.270997	-1.87025	
9.07889	-0.406667	1.33372	0.110869	0.441103	0.269861	-1.87044	
9.08	-0.406544	1.33421	0.111168	0.439025	0.268446	-1.87067	
9.08	-0.406544	1.33421	0.111168	0.439025	0.268446	-1.87067	
9.082	-0.406321	1.33509	0.111705	0.435283	0.26591	-1.87108	
9.083	-0.406209	1.33552	0.111967	0.433412	0.264656	-1.87129	
9.088	-0.405646	1.33767	0.113275	0.424053	0.258441	-1.87229	
9.08889	-0.405545	1.33804	0.113505	0.422389	0.257349	-1.87247	
9.09	-0.405419	1.33851	0.11379	0.420308	0.25599	-1.87269	
9.09	-0.405419	1.33851	0.113789	0.420308	0.25599	-1.87269	
9.092	-0.405191	1.33935	0.114301	0.416562	0.253556	-1.87308	
9.093	-0.405076	1.33976	0.114552	0.414689	0.252353	-1.87327	
9.098	-0.4045	1.34181	0.115799	0.40532	0.246392	-1.87423	
9.09889	-0.404398	1.34217	0.116018	0.403654	0.245346	-1.87439	
9.1	-0.404268	1.34262	0.11629	0.401571	0.244044	-1.8746	
9.1	-0.404268	1.34262	0.116289	0.401571	0.244044	-1.8746	
9.102	-0.404036	1.34342	0.116777	0.397822	0.241712	-1.87497	
9.103	-0.403918	1.34382	0.117016	0.395947	0.240559	-1.87516	
9.108	-0.40333	1.34577	0.118205	0.386569	0.234855	-1.87606	
9.10889	-0.403225	1.34611	0.118413	0.384901	0.233854	-1.87622	
9.11	-0.403094	1.34654	0.118672	0.382816	0.232609	-1.87642	
9.11	-0.403093	1.34654	0.118672	0.382816	0.232609	-1.87642	
9.112	-0.402856	1.34731	0.119137	0.379063	0.23038	-1.87677	
9.113	-0.402736	1.34768	0.119365	0.377186	0.229279	-1.87694	
9.118	-0.402137	1.34954	0.120498	0.367799	0.223833	-1.87779	
9.11889	-0.40203	1.34987	0.120697	0.36613	0.222878	-1.87794	
9.12	-0.401895	1.35028	0.120943	0.364043	0.221691	-1.87813	
9.12	-0.401895	1.35028	0.120943	0.364043	0.221691	-1.87813	
9.122	-0.401653	1.351	0.121386	0.360287	0.219565	-1.87846	
9.123	-0.401531	1.35136	0.121603	0.358408	0.218516	-1.87862	
9.128	-0.400921	1.35313	0.122683	0.349013	0.21333	-1.87943	
9.12889	-0.400812	1.35344	0.122873	0.347342	0.212421	-1.87957	
9.13	-0.400675	1.35382	0.123108	0.345254	0.211291	-1.87975	
9.13	-0.400675	1.35382	0.123108	0.345254	0.211292	-1.87975	
9.132	-0.400429	1.35451	0.12353	0.341494	0.20927	-1.88006	
9.133	-0.400305	1.35485	0.123737	0.339614	0.208273	-1.88021	
9.138	-0.399683	1.35652	0.124766	0.330211	0.203348	-1.88097	
9.13889	-0.399572	1.35682	0.124947	0.328539	0.202486	-1.8811	
9.14	-0.399434	1.35718	0.125171	0.326449	0.201414	-1.88127	
9.14	-0.399433	1.35718	0.125171	0.326449	0.201414	-1.88127	
9.142	-0.399183	1.35783	0.125573	0.322686	0.199498	-1.88156	
9.143	-0.399057	1.35815	0.125771	0.320804	0.198553	-1.8817	
9.148	-0.398426	1.35973	0.126752	0.311394	0.19389	-1.88242	
9.14889	-0.398313	1.36001	0.126924	0.309721	0.193075	-1.88254	
9.15	-0.398172	1.36035	0.127138	0.307629	0.192062	-1.88269	
9.15	-0.398172	1.36035	0.127138	0.307629	0.192062	-1.88269	
9.152	-0.397917	1.36097	0.127522	0.303863	0.19025	-1.88297	
9.153	-0.397789	1.36127	0.12771	0.30198	0.189359	-1.8831	
9.158	-0.397149	1.36275	0.128646	0.292563	0.184959	-1.88377	
9.15889	-0.397034	1.36301	0.12881	0.290889	0.18419	-1.88388	
9.16	-0.396891	1.36333	0.129014	0.288795	0.183236	-1.88403	
9.16	-0.396891	1.36333	0.129014	0.288795	0.183236	-1.88403	
9.162	-0.396633	1.36391	0.12938	0.285027	0.18153	-1.88428	
9.163	-0.396503	1.36419	0.129559	0.283142	0.180691	-1.88441	
9.168	-0.395853	1.36558	0.130453	0.273719	0.176555	-1.88503	
9.16889	-0.395737	1.36583	0.13061	0.272043	0.175834	-1.88513	
9.17	-0.395592	1.36613	0.130804	0.269949	0.174938	-1.88527	
9.17	-0.395592	1.36613	0.130804	0.269948	0.174938	-1.88527	
9.172	-0.39533	1.36667	0.131154	0.266178	0.173338	-1.88551	
9.173	-0.395199	1.36693	0.131325	0.264292	0.172552	-1.88562	
9.178	-0.39454	1.36823	0.132178	0.254863	0.168682	-1.8862	
9.17889	-0.394422	1.36845	0.132328	0.253186	0.168007	-1.8863	
9.18	-0.394275	1.36873	0.132515	0.25109	0.167171	-1.88642	
9.18	-0.394275	1.36873	0.132514	0.25109	0.167171	-1.88642	
9.182	-0.39401	1.36923	0.132848	0.247317	0.165677	-1.88664	
9.183	-0.393877	1.36948	0.133012	0.24543	0.164944	-1.88675	
9.188	-0.39321	1.37068	0.133828	0.235995	0.161339	-1.88728	
9.18889	-0.393091	1.37089	0.133972	0.234318	0.160712	-1.88737	
9.19	-0.392942	1.37115	0.13415	0.232221	0.159934	-1.88748	
9.19	-0.392942	1.37115	0.134149	0.23222	0.159934	-1.88748	
9.192	-0.392673	1.37161	0.134469	0.228445	0.158547	-1.88768	
9.193	-0.392539	1.37184	0.134626	0.226558	0.157867	-1.88778	
9.198	-0.391863	1.37295	0.135407	0.217117	0.154528	-1.88827	
9.19889	-0.391743	1.37314	0.135544	0.215439	0.153949	-1.88835	
9.2	-0.391592	1.37338	0.135715	0.213341	0.15323	-1.88845	
9.2	-0.391592	1.37338	0.135715	0.213341	0.15323	-1.88845	
9.202	-0.391321	1.3738	0.136021	0.209564	0.151949	-1.88864	
9.203	-0.391184	1.37401	0.136171	0.207675	0.151323	-1.88873	
9.208	-0.390502	1.37502	0.13692	0.19823	0.14825	-1.88917	
9.20889	-0.39038	1.3752	0.137052	0.196551	0.147718	-1.88925	
9.21	-0.390228	1.37542	0.137216	0.194452	0.147058	-1.88934	
9.21	-0.390228	1.37542	0.137216	0.194452	0.147058	-1.88934	
9.212	-0.389953	1.3758	0.13751	0.190673	0.145884	-1.88951	
9.213	-0.389815	1.37599	0.137654	0.188783	0.145311	-1.88959	
9.218	-0.389125	1.37691	0.138374	0.179334	0.142505	-1.88999	
9.21889	-0.389002	1.37707	0.138501	0.177654	0.14202	-1.89006	
9.22	-0.388848	1.37727	0.138658	0.175554	0.14142	-1.89014	
9.22	-0.388848	1.37727	0.138658	0.175554	0.14142	-1.89014	
9.222	-0.388571	1.37762	0.13894	0.171774	0.140352	-1.89029	
9.223	-0.388432	1.37778	0.139079	0.169883	0.139832	-1.89037	
9.228	-0.387734	1.37861	0.139772	0.160431	0.137293	-1.89072	
9.22889	-0.38761	1.37875	0.139894	0.15875	0.136855	-1.89078	
9.23	-0.387455	1.37893	0.140046	0.156649	0.136314	-1.89086	
9.23	-0.387455	1.37893	0.140046	0.156649	0.136314	-1.89086	
9.232	-0.387175	1.37924	0.140318	0.152867	0.135353	-1.89099	
9.233	-0.387034	1.37939	0.140453	0.150976	0.134887	-1.89105	
9.238	-0.38633	1.38012	0.141121	0.14152	0.132614	-1.89137	
9.23889	-0.386205	1.38024	0.141239	0.139839	0.132223	-1.89142	
9.24	-0.386048	1.3804	0.141386	0.137737	0.131742	-1.89149	
9.24	-0.386047	1.3804	0.141386	0.137737	0.131742	-1.89149	
9.242	-0.385765	1.38067	0.141649	0.133954	0.130887	-1.8916	
9.243	-0.385623	1.3808	0.141779	0.132063	0.130474	-1.89166	
9.248	-0.384912	1.38144	0.142426	0.122604	0.128467	-1.89193	
9.24889	-0.384786	1.38155	0.142541	0.120922	0.128124	-1.89198	
9.25	-0.384627	1.38168	0.142683	0.11882	0.127702	-1.89203	
9.25	-0.384627	1.38168	0.142682	0.11882	0.127702	-1.89203	
9.252	-0.384342	1.38192	0.142938	0.115036	0.126954	-1.89213	
9.253	-0.384198	1.38203	0.143064	0.113143	0.126593	-1.89218	
9.258	-0.383482	1.38257	0.143693	0.103682	0.124853	-1.89241	
9.25889	-0.383354	1.38266	0.143804	0.102	0.124557	-1.89245	
9.26	-0.383194	1.38277	0.143942	0.0998971	0.124193	-1.89249	
9.26	-0.383194	1.38277	0.143941	0.0998969	0.124194	-1.89249	
9.262	-0.382906	1.38297	0.14419	0.0961119	0.123552	-1.89258	
9.263	-0.382762	1.38307	0.144313	0.0942192	0.123245	-1.89262	
9.268	-0.382038	1.38351	0.144925	0.0847557	0.121769	-1.8928	
9.26889	-0.38191	1.38359	0.145034	0.0830734	0.121521	-1.89284	
9.27	-0.381748	1.38368	0.145168	0.0809702	0.121216	-1.89287	
9.27	-0.381748	1.38368	0.145168	0.08097	0.121217	-1.89287	
9.272	-0.381458	1.38384	0.14541	0.0771842	0.120681	-1.89294	
9.273	-0.381312	1.38391	0.14553	0.0752912	0.120427	-1.89297	
9.278	-0.380583	1.38427	0.14613	0.0658261	0.119216	-1.89312	
9.27889	-0.380453	1.38432	0.146236	0.0641434	0.119015	-1.89314	
9.28	-0.380291	1.38439	0.146368	0.0620399	0.118769	-1.89317	
9.28	-0.380291	1.38439	0.146368	0.0620397	0.118769	-1.89317	
9.282	-0.379998	1.38452	0.146605	0.0582534	0.11834	-1.89322	
9.283	-0.379851	1.38457	0.146723	0.0563601	0.118138	-1.89324	
9.288	-0.379116	1.38483	0.147311	0.0468937	0.117192	-1.89335	
9.28889	-0.378985	1.38487	0.147416	0.0452108	0.117038	-1.89336	
9.29	-0.378821	1.38492	0.147546	0.0431071	0.116851	-1.89338	
9.29	-0.378821	1.38492	0.147545	0.0431069	0.116851	-1.89338	
9.292	-0.378526	1.38501	0.147779	0.0393201	0.116527	-1.89342	
9.293	-0.378378	1.38504	0.147895	0.0374267	0.116378	-1.89343	
9.298	-0.377637	1.3852	0.148475	0.0279594	0.115696	-1.89349	
9.29889	-0.377505	1.38523	0.148578	0.0262765	0.115588	-1.8935	
9.3	-0.37734	1.38526	0.148707	0.0241725	0.115459	-1.89351	
9.3	-0.37734	1.38526	0.148706	0.0241723	0.11546	-1.89351	
9.302	-0.377042	1.3853	0.148937	0.0203853	0.115241	-1.89353	
9.303	-0.376893	1.38532	0.149052	0.0184918	0.115145	-1.89353	
9.308	-0.376146	1.38539	0.149627	0.00902411	0.114725	-1.89356	
9.30889	-0.376013	1.3854	0.149729	0.0073411	0.114664	-1.89356	
9.31	-0.375847	1.3854	0.149856	0.00523713	0.114593	-1.89356	
9.31	-0.375847	1.3854	0.149856	0.00523693	0.114593	-1.89356	
9.312	-0.375547	1.38541	0.150085	0.00144981	0.11448	-1.89356	
9.313	-0.375397	1.38541	0.1502	-0.000443753	0.114436	-1.89356	
9.318	-0.374644	1.38538	0.150772	-0.00991142	0.114278	-1.89354	
9.31889	-0.37451	1.38538	0.150873	-0.0115944	0.114263	-1.89353	
9.32	-0.374343	1.38536	0.151	-0.0136983	0.114251	-1.89352	
9.32	-0.374343	1.38536	0.151	-0.0136986	0.114251	-1.89352	
9.322	-0.374041	1.38533	0.151228	-0.0174856	0.114242	-1.89351	
9.323	-0.373889	1.38531	0.151343	-0.0193791	0.11425	-1.8935	
9.328	-0.373131	1.38519	0.151914	-0.0288463	0.114352	-1.89344	
9.32889	-0.372996	1.38516	0.152016	-0.0305292	0.114384	-1.89342	
9.33	-0.372827	1.38513	0.152143	-0.0326331	0.114429	-1.8934	
9.33	-0.372827	1.38513	0.152143	-0.0326333	0.114429	-1.8934	
9.332	-0.372523	1.38506	0.152372	-0.0364201	0.114524	-1.89337	
9.333	-0.37237	1.38502	0.152486	-0.0383134	0.114584	-1.89335	
9.338	-0.371606	1.38481	0.15306	-0.0477798	0.114946	-1.89325	
9.33889	-0.37147	1.38476	0.153163	-0.0494626	0.115024	-1.89323	
9.34	-0.3713	1.38471	0.153291	-0.0515662	0.115127	-1.8932	
9.34	-0.3713	1.38471	0.15329	-0.0515664	0.115127	-1.8932	
9.342	-0.370993	1.38461	0.15352	-0.0553528	0.115325	-1.89316	
9.343	-0.370839	1.38455	0.153636	-0.0572459	0.115437	-1.89313	
9.348	-0.37007	1.38424	0.154215	-0.0667111	0.116056	-1.89298	
9.34889	-0.369933	1.38418	0.154318	-0.0683936	0.11618	-1.89295	
9.35	-0.369761	1.3841	0.154447	-0.0704968	0.11634	-1.89292	
9.35	-0.369761	1.3841	0.154447	-0.0704971	0.11634	-1.89292	
9.352	-0.369452	1.38396	0.15468	-0.0742829	0.116642	-1.89285	
9.353	-0.369297	1.38388	0.154797	-0.0761757	0.116805	-1.89282	
9.358	-0.368522	1.38347	0.155383	-0.0856392	0.117681	-1.89263	
9.35889	-0.368384	1.3834	0.155488	-0.0873214	0.11785	-1.89259	
9.36	-0.368211	1.3833	0.155619	-0.0894243	0.118067	-1.89255	
9.36	-0.368211	1.3833	0.155619	-0.0894245	0.118068	-1.89255	
9.362	-0.3679	1.38312	0.155855	-0.0932096	0.118471	-1.89247	
9.363	-0.367743	1.38302	0.155974	-0.0951019	0.118685	-1.89242	
9.368	-0.366962	1.38252	0.15657	-0.104563	0.119817	-1.89219	
9.36889	-0.366823	1.38243	0.156677	-0.106245	0.120031	-1.89215	
9.37	-0.366649	1.38231	0.156811	-0.108348	0.120305	-1.8921	
9.37	-0.366649	1.38231	0.15681	-0.108348	0.120305	-1.8921	
9.372	-0.366335	1.38209	0.157051	-0.112132	0.120811	-1.892	
9.373	-0.366178	1.38198	0.157172	-0.114024	0.121075	-1.89194	
9.378	-0.36539	1.38138	0.157781	-0.123483	0.122461	-1.89167	
9.37889	-0.36525	1.38127	0.15789	-0.125164	0.12272	-1.89162	
9.38	-0.365074	1.38113	0.158027	-0.127266	0.12305	-1.89156	
9.38	-0.365075	1.38113	0.158027	-0.127266	0.12305	-1.89156	
9.382	-0.364758	1.38088	0.158273	-0.131049	0.123656	-1.89144	
9.383	-0.3646	1.38074	0.158397	-0.132941	0.123972	-1.89138	
9.388	-0.363806	1.38005	0.159021	-0.142397	0.125609	-1.89107	
9.38889	-0.363665	1.37993	0.159133	-0.144077	0.125913	-1.89101	
9.39	-0.363488	1.37976	0.159273	-0.146178	0.126298	-1.89093	
9.39	-0.363488	1.37976	0.159273	-0.146179	0.126299	-1.89093	
9.392	-0.36317	1.37947	0.159525	-0.149961	0.127005	-1.8908	
9.393	-0.36301	1.37932	0.159653	-0.151851	0.127371	-1.89073	
9.398	-0.36221	1.37853	0.160295	-0.161304	0.129258	-1.89037	
9.39889	-0.362067	1.37839	0.16041	-0.162984	0.129606	-1.89031	
9.4	-0.361889	1.37821	0.160554	-0.165084	0.130047	-1.89022	
9.4	-0.361889	1.37821	0.160554	-0.165085	0.130047	-1.89022	
9.402	-0.361568	1.37788	0.160814	-0.168865	0.130854	-1.89007	
9.403	-0.361407	1.3777	0.160946	-0.170755	0.131269	-1.88999	
9.408	-0.3606	1.37683	0.161608	-0.180204	0.133404	-1.88959	
9.40889	-0.360457	1.37667	0.161727	-0.181883	0.133796	-1.88952	
9.41	-0.360277	1.37646	0.161876	-0.183983	0.134292	-1.88943	
9.41	-0.360277	1.37646	0.161875	-0.183983	0.134292	-1.88943	
9.412	-0.359953	1.37609	0.162144	-0.187762	0.135197	-1.88926	
9.413	-0.359791	1.3759	0.16228	-0.189651	0.135662	-1.88917	
9.418	-0.358977	1.37493	0.162965	-0.199095	0.138043	-1.88872	
9.41889	-0.358832	1.37475	0.163088	-0.200774	0.138478	-1.88864	
9.42	-0.358651	1.37453	0.163242	-0.202873	0.139029	-1.88854	
9.42	-0.358651	1.37453	0.163242	-0.202873	0.139029	-1.88854	
9.422	-0.358325	1.37412	0.16352	-0.20665	0.140032	-1.88835	
9.423	-0.358161	1.37391	0.163661	-0.208538	0.140546	-1.88825	
