t	x	theta	dx	dtheta	ddx	ddtheta	
8.203	-0.198262	0.300637	-0.751458	1.73955	0.995301	-0.516511	
8.208	-0.202006	0.309327	-0.746435	1.73691	1.01376	-0.537494	
8.20889	-0.202669	0.31087	-0.745534	1.73643	1.017	-0.541204	
8.21	-0.203497	0.3128	-0.744401	1.73583	1.02104	-0.545837	
8.21	-0.203498	0.312801	-0.7444	1.73583	1.02104	-0.545839	
8.212	-0.204986	0.316272	-0.742358	1.73474	1.02827	-0.554158	
8.213	-0.205726	0.318006	-0.741321	1.73417	1.03184	-0.558301	
8.218	-0.209419	0.326669	-0.736117	1.73133	1.04954	-0.578925	
8.21889	-0.210073	0.328207	-0.735184	1.73081	1.05264	-0.58257	
8.22	-0.210889	0.33013	-0.734012	1.73016	1.0565	-0.587122	
8.22	-0.21089	0.330131	-0.734011	1.73016	1.0565	-0.587124	
8.222	-0.212358	0.333591	-0.731898	1.72899	1.06342	-0.595297	
8.223	-0.213087	0.335319	-0.730826	1.72838	1.06684	-0.599366	
8.228	-0.216728	0.343953	-0.72545	1.72534	1.08374	-0.619618	
8.22889	-0.217371	0.345485	-0.724486	1.72478	1.08671	-0.623197	
8.23	-0.218176	0.347402	-0.723276	1.72409	1.09039	-0.627664	
8.23	-0.218177	0.347402	-0.723275	1.72409	1.0904	-0.627666	
8.232	-0.219623	0.350851	-0.721094	1.72283	1.09699	-0.635688	
8.233	-0.220342	0.352572	-0.719989	1.72219	1.10025	-0.639681	
8.238	-0.223927	0.361174	-0.714448	1.71894	1.11634	-0.65955	
8.23889	-0.224561	0.362701	-0.713455	1.71835	1.11916	-0.663061	
8.24	-0.225354	0.36461	-0.71221	1.71761	1.12266	-0.667442	
8.24	-0.225354	0.364611	-0.712209	1.71761	1.12267	-0.667444	
8.242	-0.226779	0.368046	-0.709963	1.71628	1.12893	-0.675311	
8.243	-0.227486	0.369761	-0.708826	1.71559	1.13203	-0.679225	
8.248	-0.231016	0.37833	-0.703128	1.71215	1.14729	-0.698701	
8.24889	-0.23164	0.379851	-0.702108	1.71153	1.14996	-0.702141	
8.25	-0.232419	0.381752	-0.700829	1.71074	1.15328	-0.706435	
8.25	-0.23242	0.381753	-0.700827	1.71074	1.15328	-0.706437	
8.252	-0.233821	0.385175	-0.698521	1.70933	1.15921	-0.714144	
8.253	-0.234517	0.386882	-0.697354	1.70861	1.16213	-0.717979	
8.258	-0.237989	0.395416	-0.691508	1.70497	1.17655	-0.737053	
8.25889	-0.238603	0.396931	-0.690462	1.70431	1.17907	-0.740422	
8.26	-0.239369	0.398824	-0.68915	1.70349	1.1822	-0.744625	
8.26	-0.23937	0.398825	-0.689149	1.70349	1.1822	-0.744627	
8.262	-0.240748	0.402232	-0.686784	1.702	1.18779	-0.752172	
8.263	-0.241432	0.403932	-0.685589	1.70124	1.19054	-0.755925	
8.268	-0.244845	0.412428	-0.679603	1.69741	1.2041	-0.774591	
8.26889	-0.245448	0.413936	-0.678533	1.69672	1.20647	-0.777886	
8.27	-0.246201	0.415821	-0.67719	1.69585	1.20941	-0.781998	
8.27	-0.246202	0.415822	-0.677189	1.69585	1.20941	-0.782	
8.272	-0.247556	0.419214	-0.67477	1.69429	1.21465	-0.78938	
8.273	-0.248228	0.420906	-0.673549	1.69349	1.21723	-0.793051	
8.278	-0.25158	0.429363	-0.667431	1.68948	1.22992	-0.811301	
8.27889	-0.252173	0.430864	-0.666338	1.68876	1.23213	-0.814522	
8.28	-0.252912	0.43274	-0.664967	1.68785	1.23487	-0.818542	
8.28	-0.252913	0.432741	-0.664966	1.68785	1.23488	-0.818543	
8.282	-0.254243	0.436116	-0.662496	1.68621	1.23977	-0.825757	
8.283	-0.254902	0.4378	-0.661251	1.68538	1.24217	-0.829343	
8.288	-0.258193	0.446217	-0.65501	1.68119	1.25399	-0.847173	
8.28889	-0.258774	0.44771	-0.653896	1.68043	1.25604	-0.85032	
8.29	-0.2595	0.449577	-0.652499	1.67948	1.25859	-0.854246	
8.29	-0.2595	0.449578	-0.652497	1.67948	1.25859	-0.854247	
8.292	-0.260805	0.452937	-0.64998	1.67778	1.26313	-0.861292	
8.293	-0.261452	0.454612	-0.648711	1.67691	1.26536	-0.864794	
8.298	-0.26468	0.462986	-0.642358	1.67254	1.27629	-0.8822	
8.29889	-0.26525	0.464471	-0.641223	1.67175	1.27819	-0.885272	
8.3	-0.265961	0.466328	-0.639802	1.67077	1.28054	-0.889103	
8.3	-0.265962	0.466329	-0.6398	1.67077	1.28054	-0.889104	
8.302	-0.267242	0.469671	-0.637239	1.66899	1.28473	-0.895979	
8.303	-0.267876	0.471337	-0.635949	1.66808	1.28678	-0.899395	
8.308	-0.271039	0.479666	-0.629491	1.66354	1.29683	-0.916376	
8.30889	-0.271598	0.481144	-0.628338	1.66273	1.29857	-0.919371	
8.31	-0.272295	0.482991	-0.626894	1.66171	1.30072	-0.923108	
8.31	-0.272296	0.482992	-0.626893	1.6617	1.30072	-0.923109	
8.312	-0.273549	0.486315	-0.624291	1.65986	1.30456	-0.929813	
8.313	-0.27417	0.487973	-0.622982	1.65892	1.30643	-0.933144	
8.318	-0.277269	0.496255	-0.616427	1.65421	1.31559	-0.949697	
8.31889	-0.277816	0.497725	-0.615258	1.65337	1.31718	-0.952616	
8.32	-0.278499	0.499561	-0.613793	1.65231	1.31913	-0.956257	
8.32	-0.278499	0.499562	-0.613792	1.65231	1.31913	-0.956258	
8.322	-0.279727	0.502867	-0.611154	1.65039	1.32262	-0.962791	
8.323	-0.280335	0.504515	-0.609827	1.64942	1.32431	-0.966036	
8.328	-0.283367	0.512749	-0.603185	1.64455	1.33259	-0.982161	
8.32889	-0.283902	0.51421	-0.602	1.64368	1.33402	-0.985004	
8.33	-0.28457	0.516036	-0.600517	1.64258	1.33578	-0.98855	
8.33	-0.284571	0.516037	-0.600516	1.64258	1.33578	-0.988552	
8.332	-0.285772	0.519322	-0.597844	1.64061	1.33891	-0.994913	
8.333	-0.286366	0.52096	-0.596501	1.6396	1.34044	-0.998073	
8.338	-0.289332	0.529145	-0.589781	1.63457	1.34784	-1.01377	
8.33889	-0.289855	0.530597	-0.588583	1.63367	1.34911	-1.01654	
8.34	-0.290509	0.532412	-0.587083	1.63254	1.35068	-1.01999	
8.34	-0.290509	0.532413	-0.587082	1.63254	1.35068	-1.01999	
8.342	-0.291683	0.535678	-0.584381	1.6305	1.35346	-1.02618	
8.343	-0.292264	0.537306	-0.583024	1.62947	1.35481	-1.02926	
8.348	-0.295162	0.54544	-0.576234	1.62428	1.36134	-1.04453	
8.34889	-0.295674	0.546883	-0.575024	1.62335	1.36246	-1.04722	
8.35	-0.296312	0.548686	-0.573509	1.62219	1.36383	-1.05057	
8.35	-0.296312	0.548687	-0.573508	1.62219	1.36383	-1.05058	
8.352	-0.297459	0.551931	-0.57078	1.62008	1.36627	-1.0566	
8.353	-0.298026	0.553548	-0.569411	1.61902	1.36744	-1.05959	
8.358	-0.300856	0.56163	-0.56256	1.61369	1.37311	-1.07443	
8.35889	-0.301356	0.563063	-0.56134	1.61273	1.37408	-1.07705	
8.36	-0.301978	0.564855	-0.559812	1.61153	1.37526	-1.08031	
8.36	-0.301979	0.564855	-0.559811	1.61153	1.37526	-1.08031	
8.362	-0.303098	0.568078	-0.557061	1.60937	1.37736	-1.08617	
8.363	-0.303652	0.569685	-0.555681	1.60828	1.37836	-1.08907	
8.368	-0.306413	0.577713	-0.548777	1.6028	1.38318	-1.1035	
8.36889	-0.3069	0.579136	-0.547548	1.60181	1.384	-1.10604	
8.37	-0.307508	0.580916	-0.546009	1.60058	1.38499	-1.10921	
8.37	-0.307508	0.580916	-0.546008	1.60058	1.38499	-1.10921	
8.372	-0.3086	0.584117	-0.543238	1.59836	1.38675	-1.1149	
8.373	-0.30914	0.585713	-0.541849	1.59724	1.38759	-1.11772	
8.378	-0.311831	0.593685	-0.534902	1.59162	1.39157	-1.13173	
8.37889	-0.312306	0.595099	-0.533665	1.59061	1.39224	-1.1342	
8.38	-0.312898	0.596865	-0.532118	1.58935	1.39305	-1.13727	
8.38	-0.312899	0.596866	-0.532117	1.58935	1.39305	-1.13728	
8.382	-0.313963	0.600045	-0.529331	1.58707	1.39447	-1.14279	
8.383	-0.314489	0.601629	-0.527934	1.58592	1.39514	-1.14553	
8.388	-0.317111	0.609544	-0.520951	1.58016	1.39831	-1.15913	
8.38889	-0.317573	0.610948	-0.519709	1.57913	1.39883	-1.16153	
8.39	-0.31815	0.612702	-0.518154	1.57784	1.39946	-1.16452	
8.39	-0.31815	0.612702	-0.518153	1.57784	1.39946	-1.16452	
8.392	-0.319186	0.615858	-0.515354	1.57551	1.40055	-1.16987	
8.393	-0.319698	0.617431	-0.513952	1.57433	1.40106	-1.17253	
8.398	-0.32225	0.625287	-0.506941	1.56844	1.40342	-1.18572	
8.39889	-0.3227	0.626681	-0.505694	1.56738	1.4038	-1.18805	
8.4	-0.323261	0.628421	-0.504134	1.56606	1.40425	-1.19094	
8.4	-0.323261	0.628422	-0.504133	1.56606	1.40425	-1.19094	
8.402	-0.32427	0.631554	-0.501324	1.56368	1.40503	-1.19614	
8.403	-0.324768	0.633115	-0.499918	1.56248	1.40538	-1.19871	
8.408	-0.327249	0.640912	-0.492888	1.55645	1.40695	-1.21151	
8.40889	-0.327687	0.642295	-0.491638	1.55537	1.40719	-1.21376	
8.41	-0.328232	0.644022	-0.490074	1.55402	1.40747	-1.21657	
8.41	-0.328232	0.644023	-0.490073	1.55402	1.40747	-1.21657	
8.412	-0.329213	0.647131	-0.487258	1.55159	1.40793	-1.2216	
8.413	-0.329696	0.648679	-0.48585	1.55036	1.40813	-1.2241	
8.418	-0.332108	0.656415	-0.478807	1.54421	1.40893	-1.2365	
8.41889	-0.332533	0.657787	-0.477555	1.54311	1.40903	-1.23868	
8.42	-0.333063	0.659501	-0.47599	1.54173	1.40914	-1.2414	
8.42	-0.333063	0.659502	-0.475989	1.54173	1.40914	-1.24141	
8.422	-0.334015	0.662585	-0.473171	1.53925	1.4093	-1.24628	
8.423	-0.334484	0.664121	-0.471761	1.538	1.40934	-1.2487	
8.428	-0.336826	0.671795	-0.464714	1.53172	1.40939	-1.26072	
8.42889	-0.337238	0.673156	-0.463462	1.5306	1.40936	-1.26283	
8.43	-0.337752	0.674856	-0.461896	1.5292	1.40931	-1.26547	
8.43	-0.337752	0.674856	-0.461895	1.5292	1.40931	-1.26547	
8.432	-0.338676	0.677915	-0.459077	1.52667	1.40917	-1.27019	
8.433	-0.339132	0.679438	-0.457668	1.52539	1.40907	-1.27254	
8.438	-0.341402	0.687049	-0.450624	1.519	1.40839	-1.28417	
8.43889	-0.341802	0.688399	-0.449373	1.51786	1.40823	-1.28622	
8.44	-0.342301	0.690084	-0.447808	1.51643	1.40802	-1.28877	
8.44	-0.342301	0.690085	-0.447808	1.51643	1.40802	-1.28877	
8.442	-0.343196	0.693118	-0.444991	1.51385	1.40759	-1.29334	
8.443	-0.343638	0.694628	-0.443584	1.51255	1.40735	-1.29561	
8.448	-0.345838	0.702175	-0.436551	1.50604	1.40596	-1.30687	
8.44889	-0.346226	0.703512	-0.435302	1.50488	1.40568	-1.30885	
8.45	-0.346708	0.705184	-0.433741	1.50343	1.40531	-1.31132	
8.45	-0.346708	0.705184	-0.43374	1.50342	1.40531	-1.31132	
8.452	-0.347576	0.708191	-0.430929	1.5008	1.40461	-1.31575	
8.453	-0.348003	0.709689	-0.429525	1.49948	1.40422	-1.31795	
8.458	-0.350133	0.717169	-0.42251	1.49286	1.40215	-1.32884	
8.45889	-0.350509	0.718495	-0.421264	1.49168	1.40175	-1.33076	
8.46	-0.350976	0.720152	-0.419707	1.4902	1.40123	-1.33315	
8.46	-0.350976	0.720153	-0.419706	1.4902	1.40123	-1.33315	
8.462	-0.351815	0.723133	-0.416903	1.48754	1.40026	-1.33744	
8.463	-0.352228	0.724617	-0.415504	1.48619	1.39974	-1.33956	
8.468	-0.354289	0.732031	-0.408513	1.47947	1.39701	-1.3501	
8.46889	-0.354651	0.733345	-0.407272	1.47827	1.39649	-1.35195	
8.47	-0.355103	0.734987	-0.40572	1.47676	1.39582	-1.35426	
8.47	-0.355103	0.734988	-0.40572	1.47676	1.39582	-1.35427	
8.472	-0.355914	0.737941	-0.402928	1.47406	1.39459	-1.35841	
8.473	-0.356314	0.739412	-0.401535	1.47269	1.39395	-1.36046	
8.478	-0.358304	0.746758	-0.394574	1.46586	1.39057	-1.37065	
8.47889	-0.358654	0.74806	-0.393338	1.46465	1.38994	-1.37245	
8.48	-0.35909	0.749687	-0.391794	1.46312	1.38914	-1.37468	
8.48	-0.35909	0.749687	-0.391794	1.46312	1.38914	-1.37468	
8.482	-0.359874	0.752613	-0.389016	1.46037	1.38766	-1.37869	
8.483	-0.360259	0.75407	-0.38763	1.45899	1.38689	-1.38068	
8.488	-0.36218	0.761348	-0.380705	1.45206	1.3829	-1.39053	
8.48889	-0.362518	0.762638	-0.379477	1.45082	1.38216	-1.39226	
8.49	-0.362939	0.764249	-0.377942	1.44927	1.38123	-1.39442	
8.49	-0.362939	0.764249	-0.377941	1.44927	1.38123	-1.39442	
8.492	-0.363695	0.767148	-0.375179	1.44648	1.37951	-1.3983	
8.493	-0.364066	0.768591	-0.373801	1.44508	1.37862	-1.40021	
8.498	-0.365918	0.775798	-0.36692	1.43806	1.37404	-1.40974	
8.49889	-0.366244	0.777076	-0.365699	1.4368	1.3732	-1.41141	
8.5	-0.36665	0.778671	-0.364174	1.43523	1.37213	-1.4135	
8.5	-0.366649	0.778672	-0.364173	1.43523	1.37213	-1.4135	
8.502	-0.367378	0.781542	-0.361429	1.43241	1.37018	-1.41724	
8.503	-0.367736	0.782971	-0.360061	1.43098	1.36918	-1.4191	
8.508	-0.369519	0.790108	-0.353228	1.42387	1.36405	-1.4283	
8.50889	-0.369833	0.791373	-0.352017	1.4226	1.3631	-1.42992	
8.51	-0.370223	0.792953	-0.350503	1.42101	1.36191	-1.43193	
8.51	-0.370223	0.792953	-0.350502	1.421	1.36191	-1.43193	
8.512	-0.370924	0.795795	-0.347778	1.41814	1.35974	-1.43555	
8.513	-0.371268	0.79721	-0.346421	1.4167	1.35864	-1.43734	
8.518	-0.372983	0.804275	-0.339642	1.40949	1.35296	-1.44623	
8.51889	-0.373285	0.805527	-0.338441	1.40821	1.35192	-1.44779	
8.52	-0.37366	0.807091	-0.336939	1.4066	1.35062	-1.44974	
8.52	-0.37366	0.807091	-0.336939	1.4066	1.35062	-1.44974	
8.522	-0.374334	0.809905	-0.334237	1.4037	1.34824	-1.45323	
8.523	-0.374664	0.811305	-0.332892	1.40224	1.34702	-1.45497	
8.528	-0.376312	0.818298	-0.326172	1.39494	1.34084	-1.46355	
8.52889	-0.376602	0.819537	-0.324981	1.39364	1.33971	-1.46506	
8.53	-0.376962	0.821084	-0.323494	1.39201	1.33829	-1.46694	
8.53	-0.376962	0.821085	-0.323493	1.39201	1.33829	-1.46694	
8.532	-0.377609	0.823869	-0.320817	1.38908	1.33571	-1.47031	
8.533	-0.377926	0.825254	-0.319484	1.3876	1.3344	-1.47199	
8.538	-0.379507	0.832173	-0.312829	1.38022	1.32773	-1.48028	
8.53889	-0.379785	0.833399	-0.31165	1.37891	1.32651	-1.48173	
8.54	-0.38013	0.834931	-0.310176	1.37726	1.32499	-1.48355	
8.54	-0.38013	0.834931	-0.310176	1.37726	1.32499	-1.48355	
8.542	-0.38075	0.837686	-0.307526	1.37429	1.32222	-1.48681	
8.543	-0.381055	0.839056	-0.306207	1.3728	1.32082	-1.48842	
8.548	-0.382569	0.845901	-0.299621	1.36534	1.31368	-1.49642	
8.54889	-0.382835	0.847114	-0.298454	1.36401	1.31239	-1.49783	
8.55	-0.383166	0.848629	-0.296997	1.36234	1.31076	-1.49959	
8.55	-0.383166	0.848629	-0.296996	1.36234	1.31076	-1.49959	
8.552	-0.38376	0.851354	-0.294375	1.35934	1.30781	-1.50273	
8.553	-0.384051	0.85271	-0.293071	1.35784	1.30632	-1.50429	
8.558	-0.3855	0.85948	-0.286558	1.3503	1.29875	-1.51201	
8.55889	-0.385754	0.860679	-0.285405	1.34895	1.29738	-1.51337	
8.56	-0.386071	0.862177	-0.283964	1.34727	1.29566	-1.51507	
8.56	-0.38607	0.862177	-0.283964	1.34727	1.29566	-1.51507	
8.562	-0.386638	0.864872	-0.281372	1.34424	1.29254	-1.5181	
8.563	-0.386917	0.866212	-0.280084	1.34272	1.29096	-1.51961	
8.568	-0.388301	0.872907	-0.273649	1.3351	1.28298	-1.52706	
8.56889	-0.388544	0.874093	-0.272509	1.33374	1.28154	-1.52837	
8.57	-0.388846	0.875574	-0.271086	1.33204	1.27973	-1.53001	
8.57	-0.388846	0.875574	-0.271086	1.33204	1.27973	-1.53001	
8.572	-0.389388	0.878238	-0.268527	1.32898	1.27645	-1.53294	
8.573	-0.389653	0.879563	-0.267254	1.32745	1.2748	-1.53439	
8.578	-0.390974	0.886181	-0.260901	1.31976	1.26643	-1.54159	
8.57889	-0.391205	0.887354	-0.259776	1.31839	1.26492	-1.54285	
8.58	-0.391493	0.888817	-0.258372	1.31667	1.26303	-1.54443	
8.58	-0.391493	0.888818	-0.258372	1.31667	1.26303	-1.54443	
8.582	-0.392009	0.891451	-0.255846	1.31358	1.2596	-1.54726	
8.583	-0.392262	0.892761	-0.25459	1.31203	1.25787	-1.54866	
8.588	-0.39352	0.899302	-0.248323	1.30427	1.24914	-1.5556	
8.58889	-0.39374	0.90046	-0.247213	1.30289	1.24757	-1.55682	
8.59	-0.394014	0.901907	-0.245828	1.30116	1.2456	-1.55835	
8.59	-0.394014	0.901907	-0.245828	1.30116	1.2456	-1.55835	
8.592	-0.394505	0.904509	-0.243337	1.29804	1.24203	-1.56107	
8.593	-0.394745	0.905804	-0.242099	1.29648	1.24024	-1.56242	
8.598	-0.395941	0.912266	-0.235921	1.28865	1.23117	-1.56913	
8.59889	-0.39615	0.913411	-0.234827	1.28725	1.22954	-1.57031	
8.6	-0.39641	0.91484	-0.233462	1.28551	1.2275	-1.57177	
8.6	-0.39641	0.91484	-0.233462	1.28551	1.22749	-1.57177	
8.602	-0.396877	0.917411	-0.231007	1.28236	1.2238	-1.57441	
8.603	-0.397105	0.91869	-0.229788	1.28078	1.22194	-1.57571	
8.608	-0.398239	0.925074	-0.223702	1.27289	1.21256	-1.58218	
8.60889	-0.398437	0.926205	-0.222625	1.27148	1.21087	-1.58331	
8.61	-0.398684	0.927616	-0.22128	1.26972	1.20876	-1.58473	
8.61	-0.398683	0.927617	-0.22128	1.26972	1.20876	-1.58473	
8.612	-0.399126	0.930156	-0.218863	1.26655	1.20494	-1.58727	
8.613	-0.399342	0.931419	-0.217662	1.26496	1.20303	-1.58853	
8.618	-0.400415	0.937724	-0.211671	1.257	1.19335	-1.59477	
8.61889	-0.400603	0.93884	-0.210612	1.25559	1.19162	-1.59586	
8.62	-0.400837	0.940234	-0.209289	1.25381	1.18945	-1.59723	
8.62	-0.400836	0.940235	-0.209289	1.25381	1.18945	-1.59723	
8.622	-0.401255	0.942742	-0.20691	1.25062	1.18552	-1.59968	
8.623	-0.401459	0.943989	-0.205729	1.24902	1.18354	-1.60089	
8.628	-0.402473	0.950214	-0.199836	1.241	1.17361	-1.60691	
8.62889	-0.40265	0.951316	-0.198794	1.23957	1.17183	-1.60797	
8.63	-0.40287	0.952692	-0.197493	1.23778	1.1696	-1.60929	
8.63	-0.40287	0.952693	-0.197493	1.23778	1.1696	-1.60929	
8.632	-0.403265	0.955168	-0.195154	1.23456	1.16557	-1.61166	
8.633	-0.403457	0.956399	-0.193993	1.23295	1.16354	-1.61283	
8.638	-0.404413	0.962543	-0.188201	1.22487	1.15336	-1.61863	
8.63889	-0.40458	0.963631	-0.187177	1.22343	1.15154	-1.61965	
8.64	-0.404787	0.964989	-0.185898	1.22163	1.14926	-1.62093	
8.64	-0.404787	0.96499	-0.185898	1.22163	1.14926	-1.62093	
8.642	-0.405158	0.967433	-0.1836	1.21839	1.14513	-1.62321	
8.643	-0.405339	0.968647	-0.18246	1.21676	1.14306	-1.62433	
8.648	-0.406237	0.974711	-0.176771	1.20862	1.13266	-1.62994	
8.64889	-0.406394	0.975784	-0.175765	1.20718	1.1308	-1.63092	
8.65	-0.406589	0.977124	-0.174509	1.20536	1.12847	-1.63215	
8.65	-0.406588	0.977125	-0.174509	1.20536	1.12847	-1.63215	
8.652	-0.406938	0.979535	-0.172252	1.2021	1.12426	-1.63435	
8.653	-0.407107	0.980733	-0.171133	1.20046	1.12215	-1.63544	
8.658	-0.407949	0.986715	-0.165549	1.19227	1.11155	-1.64084	
8.65889	-0.408096	0.987774	-0.164562	1.19081	1.10966	-1.64179	
8.66	-0.408278	0.989096	-0.16333	1.18899	1.10728	-1.64298	
8.66	-0.408278	0.989097	-0.16333	1.18899	1.10728	-1.64298	
8.662	-0.408604	0.991475	-0.161116	1.1857	1.103	-1.6451	
8.663	-0.408763	0.992656	-0.160018	1.18405	1.10086	-1.64615	
8.668	-0.409549	0.998556	-0.154541	1.17581	1.09007	-1.65136	
8.66889	-0.409686	0.9996	-0.153573	1.17434	1.08815	-1.65228	
8.67	-0.409856	1.0009	-0.152365	1.1725	1.08574	-1.65342	
8.67	-0.409856	1.0009	-0.152365	1.1725	1.08574	-1.65342	
8.672	-0.410161	1.00325	-0.150193	1.1692	1.08139	-1.65547	
8.673	-0.410308	1.00441	-0.149117	1.16754	1.07921	-1.65648	
8.678	-0.41104	1.01023	-0.143749	1.15924	1.06827	-1.66151	
8.67889	-0.411168	1.01126	-0.1428	1.15777	1.06632	-1.66239	
8.68	-0.411326	1.01255	-0.141617	1.15592	1.06388	-1.6635	
8.68	-0.411326	1.01255	-0.141617	1.15592	1.06388	-1.6635	
8.682	-0.411609	1.01486	-0.139489	1.15259	1.05947	-1.66547	
8.683	-0.411746	1.01601	-0.138435	1.15092	1.05726	-1.66645	
8.688	-0.412425	1.02174	-0.133176	1.14258	1.04618	-1.6713	
8.68889	-0.412543	1.02276	-0.132247	1.14109	1.04421	-1.67215	
8.69	-0.412689	1.02402	-0.131088	1.13924	1.04174	-1.67322	
8.69	-0.412689	1.02402	-0.131088	1.13924	1.04174	-1.67322	
8.692	-0.412951	1.0263	-0.129005	1.13589	1.03728	-1.67512	
8.693	-0.413077	1.02743	-0.127973	1.13421	1.03504	-1.67606	
8.698	-0.413705	1.03308	-0.122826	1.12582	1.02385	-1.68074	
8.69889	-0.413814	1.03408	-0.121917	1.12433	1.02185	-1.68157	
8.7	-0.413949	1.03533	-0.120783	1.12246	1.01936	-1.68259	
8.7	-0.413948	1.03533	-0.120783	1.12246	1.01936	-1.68259	
8.702	-0.41419	1.03758	-0.118744	1.11909	1.01486	-1.68443	
8.703	-0.414306	1.03869	-0.117735	1.1174	1.0126	-1.68534	
8.708	-0.414882	1.04426	-0.1127	1.10897	1.00131	-1.68985	
8.70889	-0.414982	1.04524	-0.111811	1.10746	0.999296	-1.69065	
8.71	-0.415106	1.04647	-0.110702	1.10558	0.996779	-1.69163	
8.71	-0.415105	1.04647	-0.110702	1.10558	0.996778	-1.69163	
8.712	-0.415327	1.04868	-0.108708	1.1022	0.992241	-1.69341	
8.713	-0.415433	1.04978	-0.107722	1.10051	0.989971	-1.69429	
8.718	-0.415959	1.05526	-0.1028	1.09202	0.978596	-1.69864	
8.71889	-0.416051	1.05623	-0.101931	1.09051	0.976571	-1.6994	
8.72	-0.416163	1.05744	-0.100848	1.08862	0.974037	-1.70036	
8.72	-0.416163	1.05744	-0.100848	1.08862	0.974037	-1.70036	
8.722	-0.416365	1.05962	-0.0988995	1.08522	0.969471	-1.70207	
8.723	-0.416461	1.0607	-0.0979358	1.08352	0.967188	-1.70292	
8.728	-0.416939	1.0661	-0.0931284	1.07499	0.95575	-1.70712	
8.72889	-0.417022	1.06705	-0.0922797	1.07348	0.953714	-1.70785	
8.73	-0.417123	1.06824	-0.0912214	1.07158	0.951168	-1.70877	
8.73	-0.417123	1.06824	-0.0912215	1.07158	0.951168	-1.70877	
8.732	-0.417305	1.07039	-0.0893192	1.06816	0.946581	-1.71042	
8.733	-0.417392	1.07145	-0.0883783	1.06645	0.944287	-1.71124	
8.738	-0.417823	1.07676	-0.0836855	1.05788	0.932804	-1.71529	
8.73889	-0.417897	1.0777	-0.0828572	1.05636	0.930761	-1.716	
8.74	-0.417989	1.07887	-0.0818244	1.05445	0.928206	-1.71689	
8.74	-0.417988	1.07887	-0.0818246	1.05445	0.928206	-1.71689	
8.742	-0.418152	1.08098	-0.0799681	1.05102	0.923604	-1.71848	
8.743	-0.418229	1.08203	-0.0790503	1.0493	0.921304	-1.71927	
8.748	-0.418613	1.08725	-0.0744725	1.04069	0.909792	-1.72318	
8.74889	-0.418679	1.08818	-0.0736646	1.03916	0.907745	-1.72387	
8.75	-0.418761	1.08933	-0.0726574	1.03724	0.905185	-1.72472	
8.75	-0.41876	1.08933	-0.0726576	1.03724	0.905185	-1.72472	
8.752	-0.418906	1.09141	-0.0708472	1.03379	0.900575	-1.72626	
8.753	-0.418974	1.09244	-0.0699524	1.03206	0.898272	-1.72702	
8.758	-0.419313	1.09757	-0.0654898	1.02342	0.886747	-1.73079	
8.75889	-0.419371	1.09848	-0.0647024	1.02188	0.884698	-1.73145	
8.76	-0.419442	1.09962	-0.0637208	1.01996	0.882137	-1.73228	
8.76	-0.419442	1.09962	-0.063721	1.01996	0.882137	-1.73228	
8.762	-0.419569	1.10166	-0.0619567	1.01649	0.877525	-1.73376	
8.763	-0.419629	1.10267	-0.0610849	1.01476	0.875221	-1.73449	
8.768	-0.419924	1.10772	-0.0567376	1.00607	0.863699	-1.73813	
8.76889	-0.419974	1.10862	-0.0559706	1.00453	0.861652	-1.73877	
8.77	-0.420036	1.10973	-0.0550147	1.0026	0.859093	-1.73956	
8.77	-0.420035	1.10973	-0.0550148	1.0026	0.859092	-1.73956	
8.772	-0.420145	1.11174	-0.0532966	0.999118	0.854485	-1.74099	
8.773	-0.420197	1.11273	-0.0524479	0.997375	0.852184	-1.7417	
8.778	-0.420448	1.1177	-0.0482157	0.988658	0.84068	-1.74521	
8.77889	-0.420491	1.11857	-0.0474692	0.987107	0.838637	-1.74582	
8.78	-0.420544	1.11967	-0.0465388	0.985166	0.836082	-1.74659	
8.78	-0.420543	1.11967	-0.046539	0.985166	0.836082	-1.74659	
8.782	-0.420636	1.12164	-0.0448668	0.981673	0.831485	-1.74797	
8.783	-0.420679	1.12262	-0.0440411	0.979923	0.82919	-1.74865	
8.788	-0.420889	1.1275	-0.0399238	0.971171	0.817718	-1.75203	
8.78889	-0.420924	1.12836	-0.0391976	0.969614	0.815681	-1.75263	
8.79	-0.420967	1.12943	-0.0382928	0.967666	0.813135	-1.75337	
8.79	-0.420967	1.12943	-0.038293	0.967666	0.813135	-1.75337	
8.792	-0.421044	1.13137	-0.0366667	0.964159	0.808553	-1.7547	
8.793	-0.421078	1.13233	-0.0358639	0.962403	0.806267	-1.75536	
8.798	-0.421248	1.13712	-0.031861	0.953618	0.794841	-1.75862	
8.79889	-0.421276	1.13797	-0.0311553	0.952055	0.792813	-1.75919	
8.8	-0.42131	1.13902	-0.0302758	0.9501	0.790278	-1.75991	
8.8	-0.42131	1.13902	-0.030276	0.950099	0.790278	-1.75991	
8.802	-0.42137	1.14092	-0.0286954	0.94658	0.785718	-1.76119	
8.803	-0.421397	1.14187	-0.0279154	0.944817	0.783443	-1.76182	
8.808	-0.421527	1.14657	-0.0240266	0.936	0.772076	-1.76497	
8.80889	-0.421548	1.1474	-0.023341	0.934431	0.770059	-1.76553	
8.81	-0.421574	1.14844	-0.0224868	0.932469	0.767539	-1.76621	
8.81	-0.421573	1.14844	-0.022487	0.932469	0.767538	-1.76621	
