t	ddtheta1	ddtheta2	ddpsi	ddy	ddz	
92.572	-2.89546e-08	7.2934e-09	-2.19328e-08	-1.85048e-08	-1.01092e-08	
92.592	-4.0698e-08	1.02515e-08	-3.08284e-08	-2.601e-08	-1.42093e-08	
92.5956	-4.26377e-08	1.07401e-08	-3.22976e-08	-2.72496e-08	-1.48866e-08	
92.6	-4.52025e-08	1.13861e-08	-3.42404e-08	-2.88888e-08	-1.5782e-08	
92.6	-4.53646e-08	1.1427e-08	-3.43632e-08	-2.89924e-08	-1.58386e-08	
92.608	-4.99408e-08	1.25797e-08	-3.78297e-08	-3.19171e-08	-1.74364e-08	
92.612	-5.21488e-08	1.31358e-08	-3.95022e-08	-3.33282e-08	-1.82073e-08	
92.632	-6.29913e-08	1.5867e-08	-4.77153e-08	-4.02576e-08	-2.19928e-08	
92.6356	-6.47603e-08	1.63126e-08	-4.90553e-08	-4.13881e-08	-2.26104e-08	
92.64	-6.70935e-08	1.69003e-08	-5.08227e-08	-4.28793e-08	-2.34251e-08	
92.64	-6.72456e-08	1.69386e-08	-5.09378e-08	-4.29765e-08	-2.34782e-08	
92.648	-7.14003e-08	1.79851e-08	-5.4085e-08	-4.56318e-08	-2.49288e-08	
92.652	-7.33687e-08	1.84809e-08	-5.55761e-08	-4.68898e-08	-2.5616e-08	
92.672	-8.2993e-08	2.09052e-08	-6.28664e-08	-5.30406e-08	-2.89762e-08	
92.6756	-8.45398e-08	2.12949e-08	-6.40381e-08	-5.40292e-08	-2.95163e-08	
92.68	-8.65739e-08	2.18072e-08	-6.55789e-08	-5.53292e-08	-3.02265e-08	
92.68	-8.67114e-08	2.18419e-08	-6.5683e-08	-5.5417e-08	-3.02745e-08	
92.688	-9.03244e-08	2.27519e-08	-6.84198e-08	-5.77261e-08	-3.15359e-08	
92.692	-9.19968e-08	2.31732e-08	-6.96866e-08	-5.87949e-08	-3.21198e-08	
92.712	-1.00128e-07	2.52214e-08	-7.58461e-08	-6.39917e-08	-3.49588e-08	
92.7156	-1.01409e-07	2.55441e-08	-7.68165e-08	-6.48104e-08	-3.54061e-08	
92.72	-1.03087e-07	2.59667e-08	-7.80871e-08	-6.58825e-08	-3.59918e-08	
92.72	-1.03206e-07	2.59966e-08	-7.81773e-08	-6.59585e-08	-3.60333e-08	
92.728	-1.06175e-07	2.67446e-08	-8.04266e-08	-6.78563e-08	-3.707e-08	
92.732	-1.07505e-07	2.70796e-08	-8.14341e-08	-6.87063e-08	-3.75344e-08	
92.752	-1.13919e-07	2.86952e-08	-8.62926e-08	-7.28054e-08	-3.97738e-08	
92.7556	-1.14899e-07	2.89422e-08	-8.70352e-08	-7.34319e-08	-4.01161e-08	
92.76	-1.16175e-07	2.92634e-08	-8.80013e-08	-7.4247e-08	-4.05613e-08	
92.76	-1.16272e-07	2.92879e-08	-8.80748e-08	-7.43091e-08	-4.05952e-08	
92.768	-1.18517e-07	2.98535e-08	-8.97758e-08	-7.57442e-08	-4.13792e-08	
92.772	-1.1947e-07	3.00935e-08	-9.04973e-08	-7.6353e-08	-4.17118e-08	
92.792	-1.23998e-07	3.12341e-08	-9.39273e-08	-7.92469e-08	-4.32928e-08	
92.7956	-1.24653e-07	3.13989e-08	-9.44232e-08	-7.96652e-08	-4.35213e-08	
92.8	-1.25493e-07	3.16107e-08	-9.50601e-08	-8.02026e-08	-4.38149e-08	
92.8	-1.25566e-07	3.1629e-08	-9.51151e-08	-8.0249e-08	-4.38402e-08	
92.808	-1.27031e-07	3.1998e-08	-9.62245e-08	-8.11851e-08	-4.43516e-08	
92.812	-1.27583e-07	3.2137e-08	-9.66428e-08	-8.15379e-08	-4.45444e-08	
92.832	-1.30117e-07	3.27754e-08	-9.85626e-08	-8.31577e-08	-4.54292e-08	
92.8356	-1.30431e-07	3.28545e-08	-9.88005e-08	-8.33584e-08	-4.55389e-08	
92.84	-1.30819e-07	3.29522e-08	-9.9094e-08	-8.36061e-08	-4.56742e-08	
92.84	-1.30865e-07	3.29638e-08	-9.91291e-08	-8.36356e-08	-4.56904e-08	
92.848	-1.31517e-07	3.3128e-08	-9.96228e-08	-8.40522e-08	-4.59179e-08	
92.852	-1.31658e-07	3.31636e-08	-9.97298e-08	-8.41424e-08	-4.59672e-08	
92.872	-1.32154e-07	3.32884e-08	-1.00105e-07	-8.44593e-08	-4.61403e-08	
92.8756	-1.32123e-07	3.32807e-08	-1.00082e-07	-8.44397e-08	-4.61296e-08	
92.88	-1.32053e-07	3.32631e-08	-1.00029e-07	-8.43949e-08	-4.61052e-08	
92.88	-1.32072e-07	3.32679e-08	-1.00043e-07	-8.44071e-08	-4.61118e-08	
92.888	-1.31904e-07	3.32256e-08	-9.99162e-08	-8.42997e-08	-4.60532e-08	
92.892	-1.31637e-07	3.31582e-08	-9.97138e-08	-8.41289e-08	-4.59599e-08	
92.912	-1.30112e-07	3.27741e-08	-9.85587e-08	-8.31544e-08	-4.54274e-08	
92.9156	-1.29744e-07	3.26813e-08	-9.82795e-08	-8.29188e-08	-4.52988e-08	
92.92	-1.29225e-07	3.25508e-08	-9.78869e-08	-8.25876e-08	-4.51178e-08	
92.92	-1.29217e-07	3.25486e-08	-9.78805e-08	-8.25822e-08	-4.51149e-08	
92.928	-1.28248e-07	3.23045e-08	-9.71465e-08	-8.19629e-08	-4.47765e-08	
92.932	-1.27587e-07	3.21381e-08	-9.66459e-08	-8.15405e-08	-4.45458e-08	
92.952	-1.24121e-07	3.1265e-08	-9.40204e-08	-7.93254e-08	-4.33357e-08	
92.9556	-1.23431e-07	3.10913e-08	-9.34979e-08	-7.88846e-08	-4.30949e-08	
92.96	-1.22488e-07	3.08537e-08	-9.27835e-08	-7.82818e-08	-4.27656e-08	
92.96	-1.22453e-07	3.08448e-08	-9.27568e-08	-7.82593e-08	-4.27533e-08	
92.968	-1.20725e-07	3.04097e-08	-9.14483e-08	-7.71553e-08	-4.21501e-08	
92.972	-1.19698e-07	3.01508e-08	-9.06697e-08	-7.64984e-08	-4.17913e-08	
92.992	-1.14428e-07	2.88235e-08	-8.66783e-08	-7.31309e-08	-3.99516e-08	
92.9956	-1.13444e-07	2.85755e-08	-8.59324e-08	-7.25015e-08	-3.96078e-08	
93	-1.12111e-07	2.82399e-08	-8.49232e-08	-7.16501e-08	-3.91426e-08	
93	-1.12051e-07	2.82247e-08	-8.48775e-08	-7.16115e-08	-3.91215e-08	
93.008	-1.0963e-07	2.76149e-08	-8.30438e-08	-7.00644e-08	-3.82764e-08	
93.012	-1.08273e-07	2.7273e-08	-8.20156e-08	-6.91969e-08	-3.78025e-08	
93.032	-1.01391e-07	2.55395e-08	-7.68027e-08	-6.47988e-08	-3.53997e-08	
93.0356	-1.00146e-07	2.5226e-08	-7.58599e-08	-6.40033e-08	-3.49652e-08	
93.04	-9.84721e-08	2.48043e-08	-7.45917e-08	-6.29333e-08	-3.43806e-08	
93.04	-9.83888e-08	2.47833e-08	-7.45285e-08	-6.288e-08	-3.43515e-08	
93.048	-9.53603e-08	2.40204e-08	-7.22345e-08	-6.09446e-08	-3.32942e-08	
93.052	-9.37203e-08	2.36073e-08	-7.09922e-08	-5.98964e-08	-3.27216e-08	
93.072	-8.54628e-08	2.15273e-08	-6.47372e-08	-5.46191e-08	-2.98385e-08	
93.0756	-8.40006e-08	2.1159e-08	-6.36296e-08	-5.36846e-08	-2.9328e-08	
93.08	-8.20411e-08	2.06655e-08	-6.21453e-08	-5.24323e-08	-2.86439e-08	
93.08	-8.19377e-08	2.06394e-08	-6.2067e-08	-5.23662e-08	-2.86078e-08	
93.088	-7.84041e-08	1.97493e-08	-5.93903e-08	-5.01079e-08	-2.73741e-08	
93.092	-7.65363e-08	1.92788e-08	-5.79755e-08	-4.89142e-08	-2.67219e-08	
93.112	-6.71783e-08	1.69216e-08	-5.08869e-08	-4.29335e-08	-2.34547e-08	
93.1156	-6.55468e-08	1.65107e-08	-4.96511e-08	-4.18908e-08	-2.28851e-08	
93.12	-6.33668e-08	1.59615e-08	-4.79997e-08	-4.04976e-08	-2.21239e-08	
93.12	-6.32469e-08	1.59313e-08	-4.79089e-08	-4.04209e-08	-2.2082e-08	
93.128	-5.93245e-08	1.49433e-08	-4.49377e-08	-3.79141e-08	-2.07126e-08	
93.132	-5.72897e-08	1.44308e-08	-4.33964e-08	-3.66137e-08	-2.00022e-08	
93.152	-4.71356e-08	1.18731e-08	-3.57048e-08	-3.01243e-08	-1.6457e-08	
93.1556	-4.53875e-08	1.14327e-08	-3.43806e-08	-2.90071e-08	-1.58466e-08	
93.16	-4.30573e-08	1.08458e-08	-3.26155e-08	-2.75178e-08	-1.50331e-08	
93.16	-4.29248e-08	1.08124e-08	-3.25151e-08	-2.74331e-08	-1.49868e-08	
93.168	-3.874e-08	9.75827e-09	-2.93452e-08	-2.47586e-08	-1.35257e-08	
93.172	-3.66033e-08	9.22006e-09	-2.77267e-08	-2.33931e-08	-1.27797e-08	
93.192	-2.5977e-08	6.54337e-09	-1.96773e-08	-1.66018e-08	-9.06961e-09	
93.1956	-2.41677e-08	6.08763e-09	-1.83068e-08	-1.54455e-08	-8.43792e-09	
93.2	-2.1761e-08	5.48141e-09	-1.64837e-08	-1.39074e-08	-7.59765e-09	
93.2	-2.16201e-08	5.44592e-09	-1.6377e-08	-1.38174e-08	-7.54846e-09	
93.208	-1.73054e-08	4.35907e-09	-1.31086e-08	-1.10598e-08	-6.04201e-09	
93.212	-1.51339e-08	3.81209e-09	-1.14637e-08	-9.67201e-09	-5.28384e-09	
93.232	-4.36817e-09	1.1003e-09	-3.30884e-09	-2.79168e-09	-1.5251e-09	
93.2356	-2.55408e-09	6.43351e-10	-1.93469e-09	-1.63231e-09	-8.91733e-10	
93.24	-1.45848e-10	3.67378e-11	-1.10478e-10	-9.32104e-11	-5.09211e-11	
93.24	-1.08543e-12	2.73455e-13	-8.21697e-13	-6.93146e-13	-3.78668e-13	
93.248	4.30948e-09	-1.08552e-09	3.26439e-09	2.75418e-09	1.50461e-09	
93.252	6.44882e-09	-1.6244e-09	4.88491e-09	4.12142e-09	2.25154e-09	
93.272	1.7022e-08	-4.28771e-09	1.2894e-08	1.08787e-08	5.94309e-09	
93.2756	1.87853e-08	-4.73186e-09	1.42297e-08	1.20057e-08	6.55872e-09	
93.28	2.11214e-08	-5.32029e-09	1.59992e-08	1.34986e-08	7.37432e-09	
93.28	2.12655e-08	-5.3566e-09	1.61084e-08	1.35907e-08	7.42465e-09	
93.288	2.544e-08	-6.40812e-09	1.92705e-08	1.62586e-08	8.88214e-09	
93.292	2.74822e-08	-6.92253e-09	2.08175e-08	1.75638e-08	9.59515e-09	
93.312	3.75424e-08	-9.45661e-09	2.8438e-08	2.39933e-08	1.31076e-08	
93.3156	3.92018e-08	-9.87459e-09	2.96949e-08	2.50538e-08	1.36869e-08	
93.32	4.13953e-08	-1.04271e-08	3.13565e-08	2.64556e-08	1.44528e-08	
93.32	4.15344e-08	-1.04622e-08	3.14619e-08	2.65445e-08	1.45013e-08	
93.328	4.54473e-08	-1.14478e-08	3.44259e-08	2.90453e-08	1.58675e-08	
93.332	4.73314e-08	-1.19224e-08	3.58531e-08	3.02494e-08	1.65253e-08	
93.352	5.65791e-08	-1.42518e-08	4.28581e-08	3.61596e-08	1.97541e-08	
93.3556	5.80854e-08	-1.46312e-08	4.39991e-08	3.71222e-08	2.028e-08	
93.36	6.00715e-08	-1.51315e-08	4.55036e-08	3.83916e-08	2.09734e-08	
93.36	6.02015e-08	-1.51642e-08	4.5602e-08	3.84746e-08	2.10188e-08	
93.368	6.37372e-08	-1.60549e-08	4.82803e-08	4.07343e-08	2.22533e-08	
93.372	6.54082e-08	-1.64758e-08	4.95461e-08	4.18022e-08	2.28367e-08	
93.392	7.35735e-08	-1.85325e-08	5.57312e-08	4.70207e-08	2.56875e-08	
93.3956	7.48832e-08	-1.88624e-08	5.67232e-08	4.78576e-08	2.61448e-08	
93.4	7.66045e-08	-1.9296e-08	5.80272e-08	4.89578e-08	2.67458e-08	
93.4	7.67215e-08	-1.93255e-08	5.81158e-08	4.90325e-08	2.67866e-08	
93.408	7.9778e-08	-2.00954e-08	6.04311e-08	5.09859e-08	2.78537e-08	
93.412	8.11881e-08	-2.04506e-08	6.14992e-08	5.18871e-08	2.83461e-08	
93.432	8.80388e-08	-2.21762e-08	6.66885e-08	5.62654e-08	3.07379e-08	
93.4356	8.91149e-08	-2.24473e-08	6.75037e-08	5.69531e-08	3.11136e-08	
93.44	9.05231e-08	-2.2802e-08	6.85704e-08	5.78531e-08	3.16053e-08	
93.44	9.06237e-08	-2.28273e-08	6.86466e-08	5.79174e-08	3.16404e-08	
93.448	9.31153e-08	-2.34549e-08	7.05339e-08	5.95098e-08	3.25103e-08	
93.452	9.42257e-08	-2.37346e-08	7.1375e-08	6.02194e-08	3.2898e-08	
93.472	9.95734e-08	-2.50817e-08	7.54259e-08	6.36371e-08	3.47651e-08	
93.4756	1.00387e-07	-2.52866e-08	7.6042e-08	6.4157e-08	3.50491e-08	
93.48	1.01444e-07	-2.55529e-08	7.68428e-08	6.48326e-08	3.54182e-08	
93.48	1.01525e-07	-2.55734e-08	7.69044e-08	6.48846e-08	3.54466e-08	
93.488	1.03385e-07	-2.60418e-08	7.8313e-08	6.6073e-08	3.60959e-08	
93.492	1.04166e-07	-2.62386e-08	7.8905e-08	6.65725e-08	3.63687e-08	
93.512	1.07872e-07	-2.7172e-08	8.1712e-08	6.89408e-08	3.76625e-08	
93.5156	1.08402e-07	-2.73056e-08	8.21136e-08	6.92796e-08	3.78476e-08	
93.52	1.09082e-07	-2.74767e-08	8.26282e-08	6.97138e-08	3.80848e-08	
93.52	1.09142e-07	-2.74918e-08	8.26737e-08	6.97521e-08	3.81058e-08	
93.528	1.10322e-07	-2.77893e-08	8.35682e-08	7.05068e-08	3.85181e-08	
93.532	1.10757e-07	-2.78986e-08	8.3897e-08	7.07843e-08	3.86696e-08	
93.552	1.12734e-07	-2.83966e-08	8.53945e-08	7.20477e-08	3.93598e-08	
93.5556	1.12969e-07	-2.84559e-08	8.55727e-08	7.21981e-08	3.9442e-08	
93.56	1.13256e-07	-2.85281e-08	8.57901e-08	7.23814e-08	3.95422e-08	
93.56	1.13293e-07	-2.85375e-08	8.58182e-08	7.24052e-08	3.95551e-08	
93.568	1.1377e-07	-2.86577e-08	8.61797e-08	7.27102e-08	3.97217e-08	
93.572	1.13849e-07	-2.86776e-08	8.62396e-08	7.27607e-08	3.97494e-08	
93.592	1.14065e-07	-2.8732e-08	8.64031e-08	7.28986e-08	3.98247e-08	
93.5956	1.14003e-07	-2.87164e-08	8.63561e-08	7.2859e-08	3.98031e-08	
93.6	1.13895e-07	-2.86892e-08	8.62744e-08	7.27901e-08	3.97654e-08	
93.6	1.13909e-07	-2.86926e-08	8.62846e-08	7.27987e-08	3.97701e-08	
93.608	1.13679e-07	-2.86348e-08	8.61107e-08	7.2652e-08	3.969e-08	
93.612	1.13406e-07	-2.85661e-08	8.59042e-08	7.24778e-08	3.95948e-08	
93.632	1.11883e-07	-2.81824e-08	8.47505e-08	7.15043e-08	3.9063e-08	
93.6356	1.11531e-07	-2.80936e-08	8.44834e-08	7.1279e-08	3.89399e-08	
93.64	1.11038e-07	-2.79695e-08	8.411e-08	7.0964e-08	3.87678e-08	
93.64	1.11028e-07	-2.79669e-08	8.41023e-08	7.09575e-08	3.87643e-08	
93.648	1.1011e-07	-2.77357e-08	8.3407e-08	7.03709e-08	3.84438e-08	
93.652	1.095e-07	-2.7582e-08	8.29449e-08	6.99809e-08	3.82308e-08	
93.672	1.06312e-07	-2.67792e-08	8.05306e-08	6.7944e-08	3.7118e-08	
93.6756	1.05685e-07	-2.66211e-08	8.00552e-08	6.75429e-08	3.68989e-08	
93.68	1.04828e-07	-2.64053e-08	7.94064e-08	6.69955e-08	3.65998e-08	
93.68	1.04795e-07	-2.6397e-08	7.93813e-08	6.69743e-08	3.65882e-08	
93.688	1.03228e-07	-2.60023e-08	7.81944e-08	6.59729e-08	3.60412e-08	
93.692	1.02305e-07	-2.57697e-08	7.74948e-08	6.53827e-08	3.57187e-08	
93.712	9.75782e-08	-2.45791e-08	7.39146e-08	6.2362e-08	3.40685e-08	
93.7156	9.66994e-08	-2.43577e-08	7.32488e-08	6.18003e-08	3.37617e-08	
93.72	9.55112e-08	-2.40585e-08	7.23488e-08	6.1041e-08	3.33469e-08	
93.72	9.54566e-08	-2.40447e-08	7.23074e-08	6.10061e-08	3.33278e-08	
93.728	9.32993e-08	-2.35013e-08	7.06733e-08	5.96273e-08	3.25746e-08	
93.732	9.20957e-08	-2.31981e-08	6.97616e-08	5.88581e-08	3.21543e-08	
93.752	8.59997e-08	-2.16626e-08	6.51439e-08	5.49622e-08	3.0026e-08	
93.7556	8.49005e-08	-2.13857e-08	6.43113e-08	5.42597e-08	2.96422e-08	
93.76	8.34226e-08	-2.10134e-08	6.31918e-08	5.33152e-08	2.91262e-08	
93.76	8.33484e-08	-2.09947e-08	6.31356e-08	5.32677e-08	2.91003e-08	
93.768	8.06763e-08	-2.03217e-08	6.11115e-08	5.156e-08	2.81674e-08	
93.772	7.92341e-08	-1.99584e-08	6.00191e-08	5.06383e-08	2.76638e-08	
93.792	7.19775e-08	-1.81305e-08	5.45222e-08	4.60006e-08	2.51303e-08	
93.7956	7.06952e-08	-1.78075e-08	5.35509e-08	4.51811e-08	2.46826e-08	
93.8	6.89775e-08	-1.73748e-08	5.22498e-08	4.40834e-08	2.40829e-08	
93.8	6.88864e-08	-1.73519e-08	5.21807e-08	4.40251e-08	2.4051e-08	
93.808	6.57897e-08	-1.65719e-08	4.9835e-08	4.2046e-08	2.29699e-08	
93.812	6.41569e-08	-1.61606e-08	4.85982e-08	4.10025e-08	2.23998e-08	
93.832	5.59807e-08	-1.41011e-08	4.24048e-08	3.57771e-08	1.95451e-08	
93.8356	5.45576e-08	-1.37426e-08	4.13268e-08	3.48676e-08	1.90483e-08	
93.84	5.26566e-08	-1.32637e-08	3.98868e-08	3.36527e-08	1.83846e-08	
93.84	5.25516e-08	-1.32373e-08	3.98073e-08	3.35856e-08	1.83479e-08	
93.848	4.9132e-08	-1.23759e-08	3.7217e-08	3.14002e-08	1.7154e-08	
93.852	4.73618e-08	-1.193e-08	3.58761e-08	3.02688e-08	1.65359e-08	
93.872	3.85313e-08	-9.70569e-09	2.91871e-08	2.46252e-08	1.34528e-08	
93.8756	3.70132e-08	-9.3233e-09	2.80371e-08	2.3655e-08	1.29228e-08	
93.88	3.499e-08	-8.81368e-09	2.65046e-08	2.2362e-08	1.22164e-08	
93.88	3.48745e-08	-8.78459e-09	2.64171e-08	2.22882e-08	1.21761e-08	
93.888	3.12421e-08	-7.86961e-09	2.36656e-08	1.99667e-08	1.09079e-08	
93.892	2.93907e-08	-7.40327e-09	2.22632e-08	1.87835e-08	1.02615e-08	
93.912	2.01869e-08	-5.0849e-09	1.52914e-08	1.29014e-08	7.04806e-09	
93.9156	1.86218e-08	-4.69067e-09	1.41058e-08	1.19012e-08	6.50163e-09	
93.92	1.65405e-08	-4.1664e-09	1.25292e-08	1.0571e-08	5.77495e-09	
93.92	1.64182e-08	-4.13561e-09	1.24366e-08	1.04928e-08	5.73227e-09	
93.928	1.26875e-08	-3.19586e-09	9.61063e-09	8.10853e-09	4.42971e-09	
93.932	1.0813e-08	-2.72371e-09	8.19078e-09	6.91059e-09	3.77527e-09	
93.952	1.5237e-09	-3.83806e-10	1.15419e-09	9.73792e-10	5.31985e-10	
93.9556	-3.96809e-11	9.9953e-12	-3.00575e-11	-2.53595e-11	-1.3854e-11	
93.96	-2.11459e-09	5.32646e-10	-1.60178e-09	-1.35143e-09	-7.38288e-10	
93.96	-2.23971e-09	5.64163e-10	-1.69656e-09	-1.43139e-09	-7.81972e-10	
93.968	-5.95293e-09	1.49949e-09	-4.50928e-09	-3.8045e-09	-2.07841e-09	
93.972	-7.7927e-09	1.96291e-09	-5.90289e-09	-4.98029e-09	-2.72075e-09	
93.992	-1.68818e-08	4.25239e-09	-1.27878e-08	-1.07891e-08	-5.89413e-09	
93.9956	-1.83957e-08	4.63371e-09	-1.39345e-08	-1.17566e-08	-6.42268e-09	
94	-2.04007e-08	5.13877e-09	-1.54534e-08	-1.30381e-08	-7.12273e-09	
94	-2.05249e-08	5.17004e-09	-1.55474e-08	-1.31174e-08	-7.16606e-09	
94.008	-2.41072e-08	6.0724e-09	-1.8261e-08	-1.54069e-08	-8.41681e-09	
94.012	-2.58565e-08	6.51304e-09	-1.95861e-08	-1.65248e-08	-9.02757e-09	
94.032	-3.44705e-08	8.68283e-09	-2.61111e-08	-2.203e-08	-1.20351e-08	
94.0356	-3.58893e-08	9.04021e-09	-2.71858e-08	-2.29368e-08	-1.25304e-08	
94.04	-3.77643e-08	9.5125e-09	-2.86061e-08	-2.41351e-08	-1.3185e-08	
94.04	-3.78837e-08	9.54257e-09	-2.86965e-08	-2.42114e-08	-1.32267e-08	
94.048	-4.12276e-08	1.03849e-08	-3.12295e-08	-2.63484e-08	-1.43942e-08	
94.052	-4.28344e-08	1.07896e-08	-3.24466e-08	-2.73754e-08	-1.49552e-08	
94.072	-5.07173e-08	1.27753e-08	-3.84179e-08	-3.24133e-08	-1.77075e-08	
94.0756	-5.19991e-08	1.30981e-08	-3.93888e-08	-3.32325e-08	-1.8155e-08	
94.08	-5.36888e-08	1.35237e-08	-4.06687e-08	-3.43124e-08	-1.87449e-08	
94.08	-5.37998e-08	1.35517e-08	-4.07528e-08	-3.43833e-08	-1.87837e-08	
94.088	-5.68068e-08	1.43091e-08	-4.30306e-08	-3.63051e-08	-1.98336e-08	
94.092	-5.82243e-08	1.46662e-08	-4.41043e-08	-3.7211e-08	-2.03285e-08	
94.112	-6.51468e-08	1.64099e-08	-4.9348e-08	-4.16351e-08	-2.27454e-08	
94.1156	-6.62547e-08	1.6689e-08	-5.01872e-08	-4.23432e-08	-2.31322e-08	
94.12	-6.77102e-08	1.70556e-08	-5.12898e-08	-4.32734e-08	-2.36404e-08	
94.12	-6.78096e-08	1.70807e-08	-5.13651e-08	-4.3337e-08	-2.36751e-08	
94.128	-7.03932e-08	1.77315e-08	-5.33222e-08	-4.49882e-08	-2.45771e-08	
94.132	-7.15811e-08	1.80307e-08	-5.42219e-08	-4.57473e-08	-2.49919e-08	
94.152	-7.73468e-08	1.9483e-08	-5.85895e-08	-4.94322e-08	-2.70049e-08	
94.1556	-7.82497e-08	1.97104e-08	-5.92734e-08	-5.00092e-08	-2.73202e-08	
94.16	-7.94305e-08	2.00079e-08	-6.01678e-08	-5.07638e-08	-2.77324e-08	
94.16	-7.95154e-08	2.00293e-08	-6.02322e-08	-5.08181e-08	-2.77621e-08	
94.168	-8.16034e-08	2.05552e-08	-6.18138e-08	-5.21526e-08	-2.84911e-08	
94.172	-8.2529e-08	2.07883e-08	-6.25149e-08	-5.27441e-08	-2.88142e-08	
94.192	-8.69804e-08	2.19096e-08	-6.58868e-08	-5.5589e-08	-3.03684e-08	
94.1956	-8.7654e-08	2.20793e-08	-6.6397e-08	-5.60195e-08	-3.06036e-08	
94.2	-8.85283e-08	2.22995e-08	-6.70593e-08	-5.65782e-08	-3.09088e-08	
94.2	-8.85965e-08	2.23167e-08	-6.71109e-08	-5.66218e-08	-3.09326e-08	
94.208	-9.0133e-08	2.27037e-08	-6.82749e-08	-5.76038e-08	-3.14691e-08	
94.212	-9.07722e-08	2.28647e-08	-6.87591e-08	-5.80123e-08	-3.16923e-08	
94.232	-9.37946e-08	2.3626e-08	-7.10484e-08	-5.99439e-08	-3.27475e-08	
94.2356	-9.42219e-08	2.37337e-08	-7.13722e-08	-6.0217e-08	-3.28967e-08	
94.24	-9.4768e-08	2.38713e-08	-7.17858e-08	-6.0566e-08	-3.30874e-08	
94.24	-9.48175e-08	2.38837e-08	-7.18233e-08	-6.05977e-08	-3.31046e-08	
94.248	-9.57646e-08	2.41223e-08	-7.25407e-08	-6.12029e-08	-3.34353e-08	
94.252	-9.61026e-08	2.42074e-08	-7.27968e-08	-6.14189e-08	-3.35533e-08	
94.272	-9.76266e-08	2.45913e-08	-7.39511e-08	-6.23929e-08	-3.40854e-08	
94.2756	-9.77987e-08	2.46346e-08	-7.40815e-08	-6.25029e-08	-3.41455e-08	
94.28	-9.80052e-08	2.46867e-08	-7.4238e-08	-6.26349e-08	-3.42176e-08	
94.28	-9.80348e-08	2.46941e-08	-7.42604e-08	-6.26538e-08	-3.42279e-08	
94.288	-9.8373e-08	2.47793e-08	-7.45166e-08	-6.287e-08	-3.4346e-08	
94.292	-9.84044e-08	2.47872e-08	-7.45404e-08	-6.289e-08	-3.4357e-08	
94.312	-9.84078e-08	2.47881e-08	-7.45429e-08	-6.28922e-08	-3.43582e-08	
94.3156	-9.83235e-08	2.47669e-08	-7.44791e-08	-6.28383e-08	-3.43287e-08	
94.32	-9.81897e-08	2.47331e-08	-7.43777e-08	-6.27528e-08	-3.4282e-08	
94.32	-9.81989e-08	2.47355e-08	-7.43847e-08	-6.27587e-08	-3.42852e-08	
94.328	-9.79278e-08	2.46672e-08	-7.41794e-08	-6.25854e-08	-3.41906e-08	
94.332	-9.76566e-08	2.45988e-08	-7.39739e-08	-6.24121e-08	-3.40959e-08	
94.352	-9.61641e-08	2.42229e-08	-7.28433e-08	-6.14582e-08	-3.35748e-08	
94.3556	-9.58302e-08	2.41388e-08	-7.25904e-08	-6.12449e-08	-3.34582e-08	
94.36	-9.53657e-08	2.40218e-08	-7.22385e-08	-6.0948e-08	-3.3296e-08	
94.36	-9.53545e-08	2.4019e-08	-7.22301e-08	-6.09408e-08	-3.32921e-08	
94.368	-9.44924e-08	2.38018e-08	-7.1577e-08	-6.03898e-08	-3.29911e-08	
94.372	-9.39317e-08	2.36606e-08	-7.11523e-08	-6.00315e-08	-3.27954e-08	
94.392	-9.10134e-08	2.29255e-08	-6.89418e-08	-5.81664e-08	-3.17765e-08	
94.3956	-9.04442e-08	2.27821e-08	-6.85106e-08	-5.78027e-08	-3.15778e-08	
94.4	-8.96686e-08	2.25867e-08	-6.79231e-08	-5.7307e-08	-3.13069e-08	
94.4	-8.96377e-08	2.2579e-08	-6.78997e-08	-5.72872e-08	-3.12962e-08	
94.408	-8.82205e-08	2.2222e-08	-6.68262e-08	-5.63815e-08	-3.08014e-08	
94.412	-8.73924e-08	2.20134e-08	-6.61989e-08	-5.58523e-08	-3.05122e-08	
94.432	-8.31609e-08	2.09475e-08	-6.29935e-08	-5.31479e-08	-2.90348e-08	
94.4356	-8.23776e-08	2.07502e-08	-6.24002e-08	-5.26473e-08	-2.87614e-08	
94.44	-8.13197e-08	2.04837e-08	-6.15988e-08	-5.19712e-08	-2.8392e-08	
94.44	-8.12703e-08	2.04713e-08	-6.15615e-08	-5.19397e-08	-2.83748e-08	
94.448	-7.93506e-08	1.99877e-08	-6.01073e-08	-5.07128e-08	-2.77045e-08	
94.452	-7.82846e-08	1.97192e-08	-5.92998e-08	-5.00315e-08	-2.73323e-08	
94.472	-7.28908e-08	1.83606e-08	-5.52141e-08	-4.65843e-08	-2.54491e-08	
94.4756	-7.1921e-08	1.81163e-08	-5.44794e-08	-4.59645e-08	-2.51105e-08	
94.48	-7.06177e-08	1.7788e-08	-5.34922e-08	-4.51316e-08	-2.46555e-08	
94.48	-7.05518e-08	1.77714e-08	-5.34423e-08	-4.50895e-08	-2.46325e-08	
94.488	-6.81964e-08	1.71781e-08	-5.16581e-08	-4.35841e-08	-2.38101e-08	
94.492	-6.69292e-08	1.68589e-08	-5.06982e-08	-4.27743e-08	-2.33677e-08	
94.512	-6.05571e-08	1.52538e-08	-4.58714e-08	-3.87019e-08	-2.11429e-08	
